# Timestep performance metrics.
# Results library: annual.res; (Results SemiDetached_2F)
# Output period: 00:15 on 01/01/26 to 23:45 on 31/12/26  (STS=30m, OTS=30m)
Time  Diffusesolar(W/m^2)
19h00      39.75
19h30      22.75
20h00      10.25
20h30       3.00
21h00       1.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30       9.00
08h00      27.00
08h30      44.25
09h00      60.75
09h30      76.25
10h00      90.75
10h30     110.50
11h00     135.50
11h30     159.75
12h00     183.25
12h30     200.25
13h00     210.75
13h30     211.75
14h00     203.25
14h30     192.75
15h00     180.25
15h30     172.25
16h00     168.75
16h30     157.25
17h00     137.75
17h30     114.25
18h00      86.75
18h30      62.75
19h00      42.25
19h30      25.00
20h00      11.00
20h30       3.00
21h00       1.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30       9.50
08h00      28.50
08h30      45.75
09h00      61.25
09h30      73.00
10h00      81.00
10h30      90.00
11h00     100.00
11h30     105.75
12h00     107.25
12h30     106.25
13h00     102.75
13h30     102.00
14h00     104.00
14h30     108.00
15h00     114.00
15h30     118.00
16h00     120.00
16h30     116.50
17h00     107.50
17h30      96.75
18h00      84.25
18h30      67.75
19h00      47.25
19h30      29.25
20h00      13.75
20h30       4.50
21h00       1.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30       9.00
08h00      27.00
08h30      43.25
09h00      57.75
09h30      69.75
10h00      79.25
10h30      87.75
11h00      95.25
11h30      99.50
12h00     100.50
12h30     100.75
13h00     100.25
13h30     104.25
14h00     112.75
14h30     121.50
15h00     130.50
15h30     136.75
16h00     140.25
16h30     135.00
17h00     121.00
17h30      99.00
18h00      69.00
18h30      43.50
19h00      22.50
19h30       9.50
20h00       4.50
20h30       1.50
21h00       0.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30       9.00
08h00      27.00
08h30      44.75
09h00      62.25
09h30      85.50
10h00     114.50
10h30     142.25
11h00     168.75
11h30     179.00
12h00     173.00
12h30     163.75
13h00     151.25
13h30     141.50
14h00     134.50
14h30     125.00
15h00     113.00
15h30     102.75
16h00      94.25
16h30      85.25
17h00      75.75
17h30      66.75
18h00      58.25
18h30      47.00
19h00      33.00
19h30      20.25
20h00       8.75
20h30       2.25
21h00       0.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30      11.00
08h00      33.00
08h30      55.75
09h00      79.25
09h30     100.50
10h00     119.50
10h30     136.25
11h00     150.75
11h30     167.00
12h00     185.00
12h30     204.25
13h00     224.75
13h30     236.25
14h00     238.75
14h30     234.00
15h00     222.00
15h30     208.25
16h00     192.75
16h30     172.75
17h00     148.25
17h30     122.00
18h00      94.00
18h30      67.75
19h00      43.25
19h30      24.25
20h00      10.75
20h30       3.00
21h00       1.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30       9.25
08h00      27.75
08h30      48.00
09h00      70.00
09h30      90.00
10h00     108.00
10h30     126.25
11h00     144.75
11h30     158.75
12h00     168.25
12h30     178.00
13h00     188.00
13h30     192.75
14h00     192.25
14h30     187.25
15h00     177.75
15h30     167.75
16h00     157.25
16h30     141.75
17h00     121.25
17h30     102.25
18h00      84.75
18h30      65.25
19h00      43.75
19h30      26.25
20h00      12.75
20h30       4.50
21h00       1.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30      12.50
08h00      37.50
08h30      61.50
09h00      84.50
09h30     107.25
10h00     129.75
10h30     153.00
11h00     177.00
11h30     198.50
12h00     217.50
12h30     229.25
13h00     233.75
13h30     230.50
14h00     219.50
14h30     205.25
15h00     187.75
15h30     168.25
16h00     146.75
16h30     126.00
17h00     106.00
17h30      88.00
18h00      72.00
18h30      55.25
19h00      37.75
19h30      23.00
20h00      11.00
20h30       3.75
21h00       1.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30      10.75
08h00      32.25
08h30      50.25
09h00      64.75
09h30      77.25
10h00      87.75
10h30      98.75
11h00     110.25
11h30     119.50
12h00     126.50
12h30     129.75
13h00     129.25
13h30     131.50
14h00     136.50
14h30     140.00
15h00     142.00
15h30     142.25
16h00     140.75
16h30     136.50
17h00     129.50
17h30     117.00
18h00      99.00
18h30      78.75
19h00      56.25
19h30      35.75
20h00      17.25
20h30       6.00
21h00       2.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       4.75
07h00      14.25
07h30      29.50
08h00      50.50
08h30      69.75
09h00      87.25
09h30     105.25
10h00     123.75
10h30     142.50
11h00     161.50
11h30     171.75
12h00     173.25
12h30     173.25
13h00     171.75
13h30     174.50
14h00     181.50
14h30     187.75
15h00     193.25
15h30     189.25
16h00     175.75
16h30     159.50
17h00     140.50
17h30     122.75
18h00     106.25
18h30      84.75
19h00      58.25
19h30      35.75
20h00      17.25
20h30       6.00
21h00       2.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.00
07h00       0.00
07h30       2.75
08h00       8.25
08h30      14.50
09h00      21.50
09h30      28.25
10h00      34.75
10h30      41.50
11h00      48.50
11h30      53.25
12h00      55.75
12h30      56.00
13h00      54.00
13h30      53.75
14h00      55.25
14h30      56.25
15h00      56.75
15h30      56.00
16h00      54.00
16h30      50.75
17h00      46.25
17h30      42.25
18h00      38.75
18h30      33.25
19h00      25.75
19h30      17.50
20h00       8.50
20h30       3.00
21h00       1.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       4.75
07h00      14.25
07h30      31.50
08h00      56.50
08h30      78.50
09h00      97.50
09h30     109.00
10h00     113.00
10h30     119.00
11h00     127.00
11h30     133.25
12h00     137.75
12h30     141.75
13h00     145.25
13h30     146.00
14h00     144.00
14h30     139.00
15h00     131.00
15h30     124.25
16h00     118.75
16h30     111.00
17h00     101.00
17h30      89.25
18h00      75.75
18h30      60.50
19h00      43.50
19h30      28.50
20h00      15.50
20h30       6.75
21h00       2.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       4.50
07h00      13.50
07h30      26.25
08h00      42.75
08h30      59.25
09h00      75.75
09h30      86.75
10h00      92.25
10h30      93.25
11h00      89.75
11h30      93.25
12h00     103.75
12h30     115.00
13h00     127.00
13h30     129.75
14h00     123.25
14h30     120.50
15h00     121.50
15h30     120.50
16h00     117.50
16h30     108.25
17h00      92.75
17h30      80.00
18h00      70.00
18h30      58.00
19h00      44.00
19h30      30.25
20h00      16.75
20h30       7.50
21h00       2.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       6.25
07h00      18.75
07h30      36.00
08h00      58.00
08h30      78.50
09h00      97.50
09h30     112.00
10h00     122.00
10h30     126.25
11h00     124.75
11h30     124.50
12h00     125.50
12h30     124.25
13h00     120.75
13h30     126.00
14h00     140.00
14h30     155.75
15h00     173.25
15h30     183.00
16h00     185.00
16h30     182.25
17h00     174.75
17h30     157.00
18h00     129.00
18h30     100.50
19h00      71.50
19h30      46.25
20h00      24.75
20h30      10.50
21h00       3.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       5.25
07h00      15.75
07h30      29.00
08h00      45.00
08h30      65.25
09h00      89.75
09h30     114.75
10h00     140.25
10h30     160.00
11h00     174.00
11h30     189.75
12h00     207.25
12h30     233.00
13h00     267.00
13h30     285.25
14h00     287.75
14h30     274.75
15h00     246.25
15h30     221.75
16h00     201.25
16h30     177.25
17h00     149.75
17h30     122.25
18h00      94.75
18h30      68.75
19h00      44.25
19h30      24.75
20h00      10.25
20h30       2.25
21h00       0.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       4.00
07h00      12.00
07h30      24.25
08h00      40.75
08h30      54.75
09h00      66.25
09h30      76.25
10h00      84.75
10h30      95.50
11h00     108.50
11h30     121.25
12h00     133.75
12h30     146.50
13h00     159.50
13h30     163.75
14h00     159.25
14h30     149.00
15h00     133.00
15h30     124.50
16h00     123.50
16h30     121.50
17h00     118.50
17h30     110.25
18h00      96.75
18h30      80.50
19h00      61.50
19h30      42.25
20h00      22.75
20h30       9.75
21h00       3.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       5.00
07h00      15.00
07h30      28.25
08h00      44.75
08h30      61.00
09h00      77.00
09h30      98.00
10h00     124.00
10h30     145.75
11h00     163.25
11h30     170.25
12h00     166.75
12h30     171.75
13h00     185.25
13h30     203.00
14h00     225.00
14h30     231.25
15h00     221.75
15h30     199.25
16h00     163.75
16h30     128.50
17h00      93.50
17h30      64.50
18h00      41.50
18h30      25.00
19h00      15.00
19h30       8.25
20h00       4.75
20h30       2.25
21h00       0.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       7.00
07h00      21.00
07h30      37.75
08h00      57.25
08h30      75.50
09h00      92.50
09h30     107.50
10h00     120.50
10h30     135.75
11h00     153.25
11h30     167.00
12h00     177.00
12h30     183.50
13h00     186.50
13h30     192.50
14h00     201.50
14h30     208.50
15h00     213.50
15h30     214.00
16h00     210.00
16h30     194.75
17h00     168.25
17h30     137.50
18h00     102.50
18h30      74.75
19h00      54.25
19h30      36.75
20h00      22.25
20h30      11.25
21h00       3.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       6.00
07h00      18.00
07h30      37.00
08h00      63.00
08h30      90.50
09h00     119.50
09h30     144.25
10h00     164.75
10h30     179.25
11h00     187.75
11h30     188.25
12h00     180.75
12h30     174.25
13h00     168.75
13h30     170.50
14h00     179.50
14h30     186.75
15h00     192.25
15h30     188.50
16h00     175.50
16h30     157.50
17h00     134.50
17h30     113.75
18h00      95.25
18h30      76.75
19h00      58.25
19h30      40.00
20h00      22.00
20h30       9.75
21h00       3.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       6.50
07h00      19.50
07h30      34.50
08h00      51.50
08h30      67.00
09h00      81.00
09h30      97.25
10h00     115.75
10h30     135.75
11h00     157.25
11h30     180.75
12h00     206.25
12h30     226.25
13h00     240.75
13h30     246.75
14h00     244.25
14h30     234.75
15h00     218.25
15h30     198.75
16h00     176.25
16h30     156.75
17h00     140.25
17h30     121.75
18h00     101.25
18h30      81.00
19h00      61.00
19h30      42.50
20h00      25.50
20h30      13.00
21h00       5.00
21h30       0.75
22h00       0.25
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       9.25
07h00      27.75
07h30      52.50
08h00      83.50
08h30     115.50
09h00     148.50
09h30     171.50
10h00     184.50
10h30     191.50
11h00     192.50
11h30     194.00
12h00     196.00
12h30     203.25
13h00     215.75
13h30     219.00
14h00     213.00
14h30     199.25
15h00     177.75
15h30     165.75
16h00     163.25
16h30     158.25
17h00     150.75
17h30     140.50
18h00     127.50
18h30     108.00
19h00      82.00
19h30      55.75
20h00      29.25
20h30      12.25
21h00       4.75
21h30       0.75
22h00       0.25
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       3.25
07h00       9.75
07h30      17.00
08h00      25.00
08h30      34.50
09h00      45.50
09h30      60.00
10h00      78.00
10h30      99.50
11h00     124.50
11h30     139.50
12h00     144.50
12h30     140.50
13h00     127.50
13h30     119.75
14h00     117.25
14h30     114.00
15h00     110.00
15h30     103.50
16h00      94.50
16h30      85.50
17h00      76.50
17h30      66.75
18h00      56.25
18h30      45.50
19h00      34.50
19h30      24.00
20h00      14.00
20h30       6.75
21h00       2.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       3.25
07h00       9.75
07h30      19.75
08h00      33.25
08h30      50.50
09h00      71.50
09h30      90.00
10h00     106.00
10h30     118.00
11h00     126.00
11h30     129.25
12h00     127.75
12h30     130.25
13h00     136.75
13h30     142.50
14h00     147.50
14h30     144.00
15h00     132.00
15h30     122.50
16h00     115.50
16h30     106.50
17h00      95.50
17h30      81.00
18h00      63.00
18h30      47.00
19h00      33.00
19h30      21.50
20h00      12.50
20h30       6.25
21h00       2.75
21h30       0.75
22h00       0.25
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       9.75
07h00      29.25
07h30      53.25
08h00      81.75
08h30     110.00
09h00     138.00
09h30     157.75
10h00     169.25
10h30     166.25
11h00     148.75
11h30     131.00
12h00     113.00
12h30     103.25
13h00     101.75
13h30     100.50
14h00      99.50
14h30      99.25
15h00      99.75
15h30      98.25
16h00      94.75
16h30      88.75
17h00      80.25
17h30      73.00
18h00      67.00
18h30      59.00
19h00      49.00
19h30      37.50
20h00      24.50
20h30      14.00
21h00       6.00
21h30       1.50
22h00       0.50
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       7.50
07h00      22.50
07h30      37.75
08h00      53.25
08h30      65.00
09h00      73.00
09h30      78.50
10h00      81.50
10h30      87.25
11h00      95.75
11h30     103.25
12h00     109.75
12h30     119.25
13h00     131.75
13h30     154.25
14h00     186.75
14h30     205.75
15h00     211.25
15h30     201.25
16h00     175.75
16h30     149.75
17h00     123.25
17h30      99.50
18h00      78.50
18h30      62.25
19h00      50.75
19h30      38.25
20h00      24.75
20h30      14.00
21h00       6.00
21h30       1.50
22h00       0.50
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       7.50
07h00      22.50
07h30      36.50
08h00      49.50
08h30      60.50
09h00      69.50
09h30      76.50
10h00      81.50
10h30      85.25
11h00      87.75
11h30      89.75
12h00      91.25
12h30      92.25
13h00      92.75
13h30      93.00
14h00      93.00
14h30      92.25
15h00      90.75
15h30      88.75
16h00      86.25
16h30      82.75
17h00      78.25
17h30      73.00
18h00      67.00
18h30      59.50
19h00      50.50
19h30      39.25
20h00      25.75
20h30      14.75
21h00       6.25
21h30       1.50
22h00       0.50
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       7.75
07h00      23.25
07h30      37.25
08h00      49.75
08h30      59.75
09h00      67.25
09h30      73.50
10h00      78.50
10h30      82.75
11h00      86.25
11h30      89.00
12h00      91.00
12h30      92.75
13h00      94.25
13h30      95.00
14h00      95.00
14h30      94.50
15h00      93.50
15h30      92.00
16h00      90.00
16h30      86.75
17h00      82.25
17h30      76.50
18h00      69.50
18h30      61.25
19h00      51.75
19h30      40.25
20h00      26.75
20h30      15.50
21h00       6.50
21h30       1.50
22h00       0.50
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       9.50
07h00      28.50
07h30      45.00
08h00      59.00
08h30      77.25
09h00      99.75
09h30     123.25
10h00     147.75
10h30     165.00
11h00     175.00
11h30     195.00
12h00     225.00
12h30     249.00
13h00     267.00
13h30     263.00
14h00     237.00
14h30     207.25
15h00     173.75
15h30     152.25
16h00     142.75
16h30     135.75
17h00     131.25
17h30     114.75
18h00      86.25
18h30      64.00
19h00      48.00
19h30      35.75
20h00      27.25
20h30      18.00
21h00       8.00
21h30       2.25
22h00       0.75
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       9.50
07h00      28.50
07h30      46.00
08h00      62.00
08h30      76.50
09h00      89.50
09h30     107.50
10h00     130.50
10h30     151.25
11h00     169.75
11h30     178.00
12h00     176.00
12h30     178.75
13h00     186.25
13h30     193.00
14h00     199.00
14h30     199.00
15h00     193.00
15h30     183.00
16h00     169.00
16h30     154.50
17h00     139.50
17h30     124.25
18h00     108.75
18h30      90.25
19h00      68.75
19h30      49.25
20h00      31.75
20h30      18.00
21h00       8.00
21h30       2.25
22h00       0.75
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       9.00
07h00      27.00
07h30      45.25
08h00      63.75
08h30      82.00
09h00     100.00
09h30     113.75
10h00     123.25
10h30     137.50
11h00     156.50
11h30     175.25
12h00     193.75
12h30     207.25
13h00     215.75
13h30     220.75
14h00     222.25
14h30     216.25
15h00     202.75
15h30     185.75
16h00     165.25
16h30     147.75
17h00     133.25
17h30     120.25
18h00     108.75
18h30      93.25
19h00      73.75
19h30      54.50
20h00      35.50
20h30      20.25
21h00       8.75
21h30       2.25
22h00       0.75
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       8.75
07h00      26.25
07h30      41.00
08h00      53.00
08h30      62.75
09h00      70.25
09h30      77.50
10h00      84.50
10h30     101.25
11h00     127.75
11h30     168.75
12h00     224.25
12h30     269.75
13h00     305.25
13h30     320.00
14h00     314.00
14h30     303.25
15h00     287.75
15h30     270.50
16h00     251.50
16h30     228.25
17h00     200.75
17h30     170.25
18h00     136.75
18h30     106.75
19h00      80.25
19h30      57.50
20h00      38.50
20h30      22.75
21h00      10.25
21h30       3.00
22h00       1.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30      15.50
07h00      46.50
07h30      75.25
08h00     101.75
08h30     124.00
09h00     142.00
09h30     155.50
10h00     164.50
10h30     176.25
11h00     190.75
11h30     208.00
12h00     228.00
12h30     243.25
13h00     253.75
13h30     259.00
14h00     259.00
14h30     260.50
15h00     263.50
15h30     257.75
16h00     243.25
16h30     219.75
17h00     187.25
17h30     157.00
18h00     129.00
18h30     100.75
19h00      72.25
19h30      48.25
20h00      28.75
20h30      15.00
21h00       7.00
21h30       2.25
22h00       0.75
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       8.50
07h00      25.50
07h30      36.75
08h00      42.25
08h30      50.75
09h00      62.25
09h30      76.25
10h00      92.75
10h30     109.00
11h00     125.00
11h30     142.25
12h00     160.75
12h30     169.00
13h00     167.00
13h30     160.00
14h00     148.00
14h30     135.25
15h00     121.75
15h30     107.25
16h00      91.75
16h30      79.75
17h00      71.25
17h30      60.50
18h00      47.50
18h30      36.00
19h00      26.00
19h30      18.00
20h00      12.00
20h30       7.00
21h00       3.00
21h30       0.75
22h00       0.25
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       4.75
07h00      14.25
07h30      23.50
08h00      32.50
08h30      46.00
09h00      64.00
09h30      80.25
10h00      94.75
10h30     106.50
11h00     115.50
11h30     130.25
12h00     150.75
12h30     170.00
13h00     188.00
13h30     202.50
14h00     213.50
14h30     219.25
15h00     219.75
15h30     212.75
16h00     198.25
16h30     179.00
17h00     155.00
17h30     131.75
18h00     109.25
18h30      88.75
19h00      70.25
19h30      51.75
20h00      33.25
20h30      19.25
21h00       9.75
21h30       3.75
22h00       1.25
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       9.00
07h00      27.00
07h30      46.50
08h00      67.50
08h30      89.25
09h00     111.75
09h30     138.75
10h00     170.25
10h30     193.00
11h00     207.00
11h30     218.50
12h00     227.50
12h30     239.00
13h00     253.00
13h30     265.00
14h00     275.00
14h30     279.00
15h00     277.00
15h30     258.75
16h00     224.25
16h30     190.75
17h00     158.25
17h30     128.50
18h00     101.50
18h30      76.50
19h00      53.50
19h30      35.50
20h00      22.50
20h30      12.50
21h00       5.50
21h30       1.50
22h00       0.50
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       6.75
07h00      20.25
07h30      35.25
08h00      51.75
08h30      69.00
09h00      87.00
09h30     108.75
10h00     134.25
10h30     151.50
11h00     160.50
11h30     160.25
12h00     150.75
12h30     148.50
13h00     153.50
13h30     160.00
14h00     168.00
14h30     171.75
15h00     171.25
15h30     169.25
16h00     165.75
16h30     159.50
17h00     150.50
17h30     137.25
18h00     119.75
18h30     102.00
19h00      84.00
19h30      64.25
20h00      42.75
20h30      25.25
21h00      11.75
21h30       3.75
22h00       1.25
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       3.75
06h00      11.25
06h30      21.75
07h00      35.25
07h30      47.50
08h00      58.50
08h30      67.25
09h00      73.75
09h30      79.25
10h00      83.75
10h30      87.50
11h00      90.50
11h30      93.00
12h00      95.00
12h30      96.25
13h00      96.75
13h30      97.00
14h00      97.00
14h30      96.25
15h00      94.75
15h30      92.75
16h00      90.25
16h30      87.00
17h00      83.00
17h30      78.25
18h00      72.75
18h30      65.75
19h00      57.25
19h30      46.75
20h00      34.25
20h30      22.50
21h00      11.50
21h30       4.50
22h00       1.50
22h30       0.00
23h00       0.00
