# Timestep performance metrics.
# Results library: annual.res; (Results SemiDetached_2F)
# Output period: 00:15 on 01/01/26 to 23:45 on 31/12/26  (STS=30m, OTS=30m)
Time  Diffusesolar(W/m^2)
12h00     208.50
12h30     223.75
13h00     237.25
13h30     237.50
14h00     224.50
14h30     204.50
15h00     177.50
15h30     152.25
16h00     128.75
16h30     118.00
17h00     120.00
17h30     119.25
18h00     115.75
18h30     104.50
19h00      85.50
19h30      67.75
20h00      51.25
20h30      35.50
21h00      20.50
21h30      10.00
22h00       4.00
22h30       0.75
23h00       0.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       5.00
06h00      15.00
06h30      28.50
07h00      45.50
07h30      63.75
08h00      83.25
08h30      99.25
09h00     111.75
09h30     121.75
10h00     129.25
10h30     137.00
11h00     145.00
11h30     148.00
12h00     146.00
12h30     149.75
13h00     159.25
13h30     169.75
14h00     181.25
14h30     183.25
15h00     175.75
15h30     165.25
16h00     151.75
16h30     140.50
17h00     131.50
17h30     121.25
18h00     109.75
18h30      96.50
19h00      81.50
19h30      69.25
20h00      59.75
20h30      48.25
21h00      34.75
21h30      23.00
22h00      13.00
22h30       6.00
23h00       2.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       3.25
05h00       9.75
05h30      20.25
06h00      34.75
06h30      50.50
07h00      67.50
07h30      89.75
08h00     117.25
08h30     134.25
09h00     140.75
09h30     137.50
10h00     124.50
10h30     122.75
11h00     132.25
11h30     138.75
12h00     142.25
12h30     144.25
13h00     144.75
13h30     153.50
14h00     170.50
14h30     184.75
15h00     196.25
15h30     200.00
16h00     196.00
16h30     190.75
17h00     184.25
17h30     168.25
18h00     142.75
18h30     117.75
19h00      93.25
19h30      77.00
20h00      69.00
20h30      56.25
21h00      38.75
21h30      23.75
22h00      11.25
22h30       3.75
23h00       1.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       2.75
05h00       8.25
05h30      17.50
06h00      30.50
06h30      43.75
07h00      57.25
07h30      73.00
08h00      91.00
08h30     115.75
09h00     147.25
09h30     178.00
10h00     208.00
10h30     232.75
11h00     252.25
11h30     273.25
12h00     295.75
12h30     304.75
13h00     300.25
13h30     284.50
14h00     257.50
14h30     241.00
15h00     235.00
15h30     226.75
16h00     216.25
16h30     205.75
17h00     195.25
17h30     184.75
18h00     174.25
18h30     158.50
19h00     137.50
19h30     116.00
20h00      94.00
20h30      70.50
21h00      45.50
21h30      25.75
22h00      11.25
22h30       3.00
23h00       1.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       3.75
06h00      11.25
06h30      19.25
07h00      27.75
07h30      38.50
08h00      51.50
08h30      64.75
09h00      78.25
09h30      85.25
10h00      85.75
10h30      83.00
11h00      77.00
11h30      72.25
12h00      68.75
12h30      67.25
13h00      67.75
13h30      69.50
14h00      72.50
14h30      77.50
15h00      84.50
15h30      97.25
16h00     115.75
16h30     126.50
17h00     129.50
17h30     120.75
18h00     100.25
18h30      85.75
19h00      77.25
19h30      69.00
20h00      61.00
20h30      48.50
21h00      31.50
21h30      18.75
22h00      10.25
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       9.00
06h00      27.00
06h30      47.75
07h00      71.25
07h30      88.25
08h00      98.75
08h30     107.00
09h00     113.00
09h30     139.00
10h00     185.00
10h30     221.25
11h00     247.75
11h30     261.00
12h00     261.00
12h30     252.50
13h00     235.50
13h30     223.00
14h00     215.00
14h30     214.50
15h00     221.50
15h30     219.25
16h00     207.75
16h30     196.25
17h00     184.75
17h30     166.75
18h00     142.25
18h30     118.75
19h00      96.25
19h30      77.50
20h00      62.50
20h30      48.00
21h00      34.00
21h30      21.75
22h00      11.25
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      10.75
06h00      32.25
06h30      55.75
07h00      81.25
07h30     106.25
08h00     130.75
08h30     148.50
09h00     159.50
09h30     164.00
10h00     162.00
10h30     169.75
11h00     187.25
11h30     209.50
12h00     236.50
12h30     250.00
13h00     250.00
13h30     241.50
14h00     224.50
14h30     210.50
15h00     199.50
15h30     195.75
16h00     199.25
16h30     196.00
17h00     186.00
17h30     170.00
18h00     148.00
18h30     126.75
19h00     106.25
19h30      86.00
20h00      66.00
20h30      48.25
21h00      32.75
21h30      20.25
22h00      10.75
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       8.75
06h00      26.25
06h30      42.75
07h00      58.25
07h30      77.75
08h00     101.25
08h30     121.00
09h00     137.00
09h30     147.50
10h00     152.50
10h30     159.50
11h00     168.50
11h30     177.00
12h00     185.00
12h30     196.75
13h00     212.25
13h30     218.00
14h00     214.00
14h30     208.00
15h00     200.00
15h30     194.00
16h00     190.00
16h30     182.75
17h00     172.25
17h30     157.75
18h00     139.25
18h30     117.25
19h00      91.75
19h30      72.75
20h00      60.25
20h30      47.50
21h00      34.50
21h30      22.75
22h00      12.25
22h30       5.25
23h00       1.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      12.75
06h00      38.25
06h30      61.50
07h00      82.50
07h30     106.00
08h00     132.00
08h30     158.50
09h00     185.50
09h30     210.00
10h00     232.00
10h30     247.50
11h00     256.50
11h30     254.00
12h00     240.00
12h30     225.25
13h00     209.75
13h30     200.00
14h00     196.00
14h30     189.25
15h00     179.75
15h30     165.25
16h00     145.75
16h30     127.00
17h00     109.00
17h30      96.00
18h00      88.00
18h30      82.25
19h00      78.75
19h30      71.75
20h00      61.25
20h30      49.00
21h00      35.00
21h30      22.75
22h00      12.25
22h30       5.25
23h00       1.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      11.25
06h00      33.75
06h30      58.25
07h00      84.75
07h30     112.50
08h00     141.50
08h30     167.25
09h00     189.75
09h30     209.50
10h00     226.50
10h30     241.00
11h00     253.00
11h30     255.75
12h00     249.25
12h30     241.75
13h00     233.25
13h30     232.75
14h00     240.25
14h30     242.00
15h00     238.00
15h30     210.75
16h00     160.25
16h30     112.75
17h00      68.25
17h30      44.00
18h00      40.00
18h30      43.75
19h00      55.25
19h30      62.25
20h00      64.75
20h30      57.00
21h00      39.00
21h30      24.00
22h00      12.00
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      11.00
06h00      33.00
06h30      51.00
07h00      65.00
07h30      81.75
08h00     101.25
08h30     128.00
09h00     162.00
09h30     191.50
10h00     216.50
10h30     229.75
11h00     231.25
11h30     232.50
12h00     233.50
12h30     238.50
13h00     247.50
13h30     254.75
14h00     260.25
14h30     253.50
15h00     234.50
15h30     218.00
16h00     204.00
16h30     193.50
17h00     186.50
17h30     169.50
18h00     142.50
18h30     117.75
19h00      95.25
19h30      76.00
20h00      60.00
20h30      45.00
21h00      31.00
21h30      19.25
22h00       9.75
22h30       3.75
23h00       1.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       9.75
06h00      29.25
06h30      46.00
07h00      60.00
07h30      73.50
08h00      86.50
08h30      96.75
09h00     104.25
09h30     109.75
10h00     113.25
10h30     122.00
11h00     136.00
11h30     146.75
12h00     154.25
12h30     154.50
13h00     147.50
13h30     143.25
14h00     141.75
14h30     147.25
15h00     159.75
15h30     164.50
16h00     161.50
16h30     151.00
17h00     133.00
17h30     117.50
18h00     104.50
18h30      94.25
19h00      86.75
19h30      78.50
20h00      69.50
20h30      56.00
21h00      38.00
21h30      23.25
22h00      11.75
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       5.25
06h00      15.75
06h30      26.75
07h00      38.25
07h30      55.25
08h00      77.75
08h30      95.00
09h00     107.00
09h30     123.75
10h00     145.25
10h30     174.75
11h00     212.25
11h30     237.00
12h00     249.00
12h30     248.75
13h00     236.25
13h30     232.75
14h00     238.25
14h30     234.75
15h00     222.25
15h30     204.00
16h00     180.00
16h30     163.50
17h00     154.50
17h30     141.75
18h00     125.25
18h30     113.00
19h00     105.00
19h30      94.25
20h00      80.75
20h30      63.00
21h00      41.00
21h30      23.75
22h00      11.25
22h30       3.75
23h00       1.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       8.25
06h00      24.75
06h30      42.25
07h00      60.75
07h30      80.00
08h00     100.00
08h30     121.75
09h00     145.25
09h30     169.25
10h00     193.75
10h30     219.75
11h00     247.25
11h30     263.75
12h00     269.25
12h30     268.25
13h00     260.75
13h30     263.25
14h00     275.75
14h30     276.00
15h00     264.00
15h30     250.50
16h00     235.50
16h30     223.50
17h00     214.50
17h30     194.50
18h00     163.50
18h30     135.00
19h00     109.00
19h30      87.00
20h00      69.00
20h30      51.25
21h00      33.75
21h30      19.75
22h00       9.25
22h30       3.00
23h00       1.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       8.50
06h00      25.50
06h30      42.00
07h00      58.00
07h30      74.75
08h00      92.25
08h30     107.25
09h00     119.75
09h30     139.75
10h00     167.25
10h30     197.50
11h00     230.50
11h30     254.00
12h00     268.00
12h30     273.50
13h00     270.50
13h30     269.25
14h00     269.75
14h30     269.00
15h00     267.00
15h30     254.25
16h00     230.75
16h30     206.00
17h00     180.00
17h30     158.50
18h00     141.50
18h30     124.25
19h00     106.75
19h30      87.50
20h00      66.50
20h30      48.50
21h00      33.50
21h30      21.00
22h00      11.00
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       8.25
06h00      24.75
06h30      39.25
07h00      51.75
07h30      62.75
08h00      72.25
08h30      86.00
09h00     104.00
09h30     128.25
10h00     158.75
10h30     184.25
11h00     204.75
11h30     218.00
12h00     224.00
12h30     240.50
13h00     267.50
13h30     281.25
14h00     281.75
14h30     274.50
15h00     259.50
15h30     250.50
16h00     247.50
16h30     230.75
17h00     200.25
17h30     173.50
18h00     150.50
18h30     131.75
19h00     117.25
19h30     100.50
20h00      81.50
20h30      62.25
21h00      42.75
21h30      26.25
22h00      12.75
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       8.00
06h00      24.00
06h30      38.00
07h00      50.00
07h30      60.50
08h00      69.50
08h30      77.75
09h00      85.25
09h30      99.75
10h00     121.25
10h30     146.00
11h00     174.00
11h30     199.25
12h00     221.75
12h30     226.75
13h00     214.25
13h30     210.00
14h00     214.00
14h30     220.75
15h00     230.25
15h30     227.75
16h00     213.25
16h30     204.00
17h00     200.00
17h30     186.75
18h00     164.25
18h30     141.00
19h00     117.00
19h30      94.00
20h00      72.00
20h30      51.75
21h00      33.25
21h30      19.25
22h00       9.75
22h30       3.75
23h00       1.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       8.00
06h00      24.00
06h30      38.75
07h00      52.25
07h30      65.00
08h00      77.00
08h30      88.75
09h00     100.25
09h30     111.25
10h00     121.75
10h30     128.75
11h00     132.25
11h30     135.00
12h00     137.00
12h30     141.75
13h00     149.25
13h30     153.25
14h00     153.75
14h30     155.25
15h00     157.75
15h30     161.50
16h00     166.50
16h30     163.25
17h00     151.75
17h30     139.00
18h00     125.00
18h30     115.50
19h00     110.50
19h30      99.25
20h00      81.75
20h30      61.00
21h00      37.00
21h30      20.00
22h00      10.00
22h30       3.75
23h00       1.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       4.25
06h00      12.75
06h30      28.25
07h00      50.75
07h30      70.00
08h00      86.00
08h30      98.50
09h00     107.50
09h30     118.75
10h00     132.25
10h30     145.75
11h00     159.25
11h30     173.75
12h00     189.25
12h30     194.75
13h00     190.25
13h30     187.25
14h00     185.75
14h30     189.75
15h00     199.25
15h30     197.75
16h00     185.25
16h30     170.50
17h00     153.50
17h30     137.25
18h00     121.75
18h30     104.75
19h00      86.25
19h30      71.75
20h00      61.25
20h30      49.25
21h00      35.75
21h30      23.25
22h00      11.75
22h30       4.50
23h00       1.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       8.50
06h00      25.50
06h30      43.00
07h00      61.00
07h30      78.25
08h00      94.75
08h30     106.25
09h00     112.75
09h30     122.50
10h00     135.50
10h30     155.50
11h00     182.50
11h30     200.75
12h00     210.25
12h30     210.75
13h00     202.25
13h30     195.50
14h00     190.50
14h30     188.50
15h00     189.50
15h30     187.50
16h00     182.50
16h30     177.25
17h00     171.75
17h30     166.50
18h00     161.50
18h30     149.50
19h00     130.50
19h30     107.00
20h00      79.00
20h30      53.75
21h00      31.25
21h30      15.75
22h00       7.25
22h30       2.25
23h00       0.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       6.75
06h00      20.25
06h30      35.00
07h00      51.00
07h30      65.50
08h00      78.50
08h30      95.50
09h00     116.50
09h30     139.50
10h00     164.50
10h30     184.50
11h00     199.50
11h30     208.25
12h00     210.75
12h30     210.25
13h00     206.75
13h30     210.00
14h00     220.00
14h30     221.25
15h00     213.75
15h30     200.50
16h00     181.50
16h30     167.00
17h00     157.00
17h30     142.75
18h00     124.25
18h30     106.50
19h00      89.50
19h30      74.00
20h00      60.00
20h30      44.75
21h00      28.25
21h30      15.75
22h00       7.25
22h30       2.25
23h00       0.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       7.50
06h00      22.50
06h30      37.25
07h00      51.75
07h30      72.00
08h00      98.00
08h30     128.25
09h00     162.75
09h30     178.50
10h00     175.50
10h30     172.25
11h00     168.75
11h30     180.50
12h00     207.50
12h30     236.25
13h00     266.75
13h30     282.50
14h00     283.50
14h30     271.50
15h00     246.50
15h30     222.75
16h00     200.25
16h30     175.00
17h00     147.00
17h30     123.75
18h00     105.25
18h30      91.75
19h00      83.25
19h30      73.50
20h00      62.50
20h30      48.75
21h00      32.25
21h30      19.00
22h00       9.00
22h30       3.00
23h00       1.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      10.00
06h00      30.00
06h30      51.75
07h00      75.25
07h30      92.50
08h00     103.50
08h30     111.75
09h00     117.25
09h30     127.25
10h00     141.75
10h30     164.25
11h00     194.75
11h30     220.75
12h00     242.25
12h30     249.75
13h00     243.25
13h30     239.50
14h00     238.50
14h30     238.00
15h00     238.00
15h30     233.50
16h00     224.50
16h30     217.50
17h00     212.50
17h30     202.25
18h00     186.75
18h30     166.00
19h00     140.00
19h30     114.25
20h00      88.75
20h30      64.00
21h00      40.00
21h30      22.00
22h00      10.00
22h30       3.00
23h00       1.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       3.00
06h00       9.00
06h30      18.75
07h00      32.25
07h30      53.75
08h00      83.25
08h30     112.25
09h00     140.75
09h30     163.00
10h00     179.00
10h30     201.75
11h00     231.25
11h30     261.50
12h00     292.50
12h30     311.25
13h00     317.75
13h30     313.75
14h00     299.25
14h30     287.25
15h00     277.75
15h30     265.00
16h00     249.00
16h30     225.50
17h00     194.50
17h30     166.75
18h00     142.25
18h30     121.75
19h00     105.25
19h30      89.25
20h00      73.75
20h30      55.75
21h00      35.25
21h30      19.75
22h00       9.25
22h30       3.00
23h00       1.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       5.50
06h00      16.50
06h30      30.25
07h00      46.75
07h30      66.75
08h00      90.25
08h30     117.50
09h00     148.50
09h30     172.00
10h00     188.00
10h30     202.25
11h00     214.75
11h30     231.75
12h00     253.25
12h30     273.00
13h00     291.00
13h30     299.50
14h00     298.50
14h30     278.25
15h00     238.75
15h30     212.75
16h00     200.25
16h30     196.00
17h00     200.00
17h30     190.50
18h00     167.50
18h30     142.75
19h00     116.25
19h30      90.25
20h00      64.75
20h30      44.00
21h00      28.00
21h30      15.75
22h00       7.25
22h30       2.25
23h00       0.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       5.75
06h00      17.25
06h30      33.25
07h00      53.75
07h30      76.75
08h00     102.25
08h30     125.50
09h00     146.50
09h30     166.50
10h00     185.50
10h30     201.50
11h00     214.50
11h30     222.75
12h00     226.25
12h30     226.00
13h00     222.00
13h30     221.50
14h00     224.50
14h30     236.50
15h00     257.50
15h30     267.25
16h00     265.75
16h30     246.75
17h00     210.25
17h30     172.75
18h00     134.25
18h30     104.00
19h00      82.00
19h30      65.00
20h00      53.00
20h30      40.50
21h00      27.50
21h30      16.50
22h00       7.50
22h30       2.25
23h00       0.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       6.75
06h00      20.25
06h30      34.00
07h00      48.00
07h30      60.00
08h00      70.00
08h30      86.75
09h00     110.25
09h30     135.00
10h00     161.00
10h30     181.50
11h00     196.50
11h30     211.00
12h00     225.00
12h30     236.25
13h00     244.75
13h30     239.50
14h00     220.50
14h30     199.25
15h00     175.75
15h30     160.75
16h00     154.25
16h30     145.00
17h00     133.00
17h30     120.50
18h00     107.50
18h30      95.00
19h00      83.00
19h30      70.00
20h00      56.00
20h30      42.00
21h00      28.00
21h30      16.50
22h00       7.50
22h30       2.25
23h00       0.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       6.75
06h00      20.25
06h30      40.50
07h00      67.50
07h30      95.75
08h00     125.25
08h30     154.25
09h00     182.75
09h30     210.25
10h00     236.75
10h30     261.25
11h00     283.75
11h30     302.75
12h00     318.25
12h30     316.25
13h00     296.75
13h30     269.00
14h00     233.00
14h30     200.00
15h00     170.00
15h30     141.25
16h00     113.75
16h30      92.50
17h00      77.50
17h30      64.50
18h00      53.50
18h30      45.75
19h00      41.25
19h30      38.75
20h00      38.25
20h30      33.00
21h00      23.00
21h30      14.00
22h00       6.00
22h30       1.50
23h00       0.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       4.50
06h00      13.50
06h30      22.00
07h00      30.00
07h30      41.25
08h00      55.75
08h30      72.75
09h00      92.25
09h30     105.75
10h00     113.25
10h30     120.75
11h00     128.25
11h30     144.25
12h00     168.75
12h30     193.75
13h00     219.25
13h30     238.75
14h00     252.25
14h30     254.75
15h00     246.25
15h30     228.00
16h00     200.00
16h30     176.75
17h00     158.25
17h30     142.75
18h00     130.25
18h30     113.75
19h00      93.25
19h30      73.00
20h00      53.00
20h30      36.75
21h00      24.25
21h30      14.25
22h00       6.75
22h30       2.25
23h00       0.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       2.75
06h00       8.25
06h30      19.00
07h00      35.00
07h30      50.75
08h00      66.25
08h30      76.50
09h00      81.50
09h30      95.75
10h00     119.25
10h30     143.75
11h00     169.25
11h30     181.50
12h00     180.50
12h30     183.25
13h00     189.75
13h30     198.25
14h00     208.75
14h30     209.25
15h00     199.75
15h30     189.25
16h00     177.75
16h30     166.75
17h00     156.25
17h30     143.25
18h00     127.75
18h30     109.50
19h00      88.50
19h30      69.25
20h00      51.75
20h30      37.00
21h00      25.00
21h30      14.75
22h00       6.25
22h30       1.50
23h00       0.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       2.50
06h00       7.50
06h30      15.25
07h00      25.75
07h30      37.00
08h00      49.00
08h30      69.75
09h00      99.25
09h30     132.50
10h00     169.50
10h30     203.50
11h00     234.50
11h30     261.00
12h00     283.00
12h30     299.50
13h00     310.50
13h30     318.75
14h00     324.25
14h30     318.50
15h00     301.50
15h30     275.00
16h00     239.00
16h30     203.00
17h00     167.00
17h30     137.25
18h00     113.75
18h30      94.25
19h00      78.75
19h30      64.50
20h00      51.50
20h30      38.50
21h00      25.50
21h30      15.00
22h00       7.00
22h30       2.25
23h00       0.75
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       6.25
06h00      18.75
06h30      33.25
07h00      49.75
07h30      66.75
08h00      84.25
08h30      99.25
09h00     111.75
09h30     127.25
10h00     145.75
10h30     172.25
11h00     206.75
11h30     240.00
12h00     272.00
12h30     289.75
13h00     293.25
13h30     285.25
14h00     265.75
14h30     249.25
15h00     235.75
15h30     224.75
16h00     216.25
16h30     197.50
17h00     168.50
17h30     139.00
18h00     109.00
18h30      93.75
19h00      93.25
19h30      87.50
20h00      76.50
20h30      58.25
21h00      32.75
21h30      15.50
22h00       6.50
22h30       1.50
23h00       0.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       2.00
06h00       6.00
06h30       9.75
07h00      13.25
07h30      17.50
08h00      22.50
08h30      41.25
09h00      73.75
09h30     107.50
10h00     142.50
10h30     160.50
11h00     161.50
11h30     155.75
12h00     143.25
12h30     138.75
13h00     142.25
13h30     148.00
14h00     156.00
14h30     158.75
15h00     156.25
15h30     151.25
16h00     143.75
16h30     136.00
17h00     128.00
17h30     120.50
18h00     113.50
18h30     103.00
19h00      89.00
19h30      74.50
20h00      59.50
20h30      43.25
21h00      25.75
21h30      13.00
22h00       5.00
22h30       0.75
23h00       0.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       4.50
06h00      13.50
06h30      25.50
07h00      40.50
07h30      56.50
08h00      73.50
08h30      91.00
09h00     109.00
09h30     131.25
10h00     157.75
10h30     180.25
11h00     198.75
11h30     219.00
12h00     241.00
12h30     251.75
13h00     251.25
13h30     235.75
14h00     205.25
14h30     180.75
15h00     162.25
15h30     147.75
16h00     137.25
16h30     128.50
17h00     121.50
17h30     113.75
18h00     105.25
18h30      96.00
19h00      86.00
19h30      72.50
20h00      55.50
20h30      39.25
21h00      23.75
21h30      12.50
22h00       5.50
22h30       1.50
23h00       0.50
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       5.75
06h00      17.25
06h30      30.75
07h00      46.25
07h30      61.75
08h00      77.25
08h30      92.00
09h00     106.00
09h30     120.75
10h00     136.25
10h30     161.00
11h00     195.00
11h30     225.25
12h00     251.75
12h30     265.25
13h00     265.75
13h30     255.00
14h00     233.00
14h30     219.00
15h00     213.00
15h30     208.75
16h00     206.25
16h30     192.00
17h00     166.00
17h30     141.25
18h00     117.75
18h30      93.75
19h00      69.25
19h30      49.50
20h00      34.50
20h30      22.75
21h00      14.25
21h30       7.75
22h00       3.25
22h30       0.75
23h00       0.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       4.75
06h00      14.25
06h30      26.50
07h00      41.50
07h30      56.50
08h00      71.50
08h30      83.50
09h00      92.50
09h30     102.00
10h00     112.00
10h30     126.00
11h00     144.00
11h30     156.75
12h00     164.25
12h30     176.50
13h00     193.50
13h30     218.00
14h00     250.00
14h30     271.25
15h00     281.75
15h30     280.50
16h00     267.50
16h30     252.75
17h00     236.25
17h30     217.50
18h00     196.50
18h30     170.25
19h00     138.75
19h30     107.50
20h00      76.50
20h30      50.00
21h00      28.00
21h30      13.00
22h00       5.00
22h30       0.75
23h00       0.25
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       5.00
06h00      15.00
06h30      28.50
07h00      45.50
07h30      61.00
08h00      75.00
08h30      89.00
09h00     103.00
09h30     121.75
10h00     145.25
10h30     169.25
11h00     193.75
11h30     211.00
12h00     221.00
12h30     222.75
13h00     216.25
13h30     209.00
14h00     201.00
14h30     188.25
15h00     170.75
15h30     155.00
16h00     141.00
