# Timestep performance metrics.
# Results library: annual.res; (Results SemiDetached_2F)
# Output period: 00:15 on 01/01/26 to 23:45 on 31/12/26  (STS=30m, OTS=30m)
Time  Directnorsolar(W/m^2)
03h00       0.00
03h30       0.00
04h00       0.00
04h30      17.75
05h00      53.25
05h30      81.25
06h00     101.75
06h30      99.75
07h00      75.25
07h30      55.50
08h00      40.50
08h30      28.00
09h00      18.00
09h30      10.50
10h00       5.50
10h30       2.50
11h00       1.50
11h30       2.25
12h00       4.75
12h30       6.25
13h00       6.75
13h30       6.75
14h00       6.25
14h30       7.50
15h00      10.50
15h30      13.50
16h00      16.50
16h30      16.25
17h00      12.75
17h30       9.75
18h00       7.25
18h30       7.75
19h00      11.25
19h30      13.50
20h00      14.50
20h30      11.25
21h00       3.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.25
06h00       0.75
06h30       1.00
07h00       1.00
07h30       1.75
08h00       3.25
08h30       7.50
09h00      14.50
09h30      28.75
10h00      50.25
10h30      77.50
11h00     110.50
11h30     138.25
12h00     160.75
12h30     173.75
13h00     177.25
13h30     188.50
14h00     207.50
14h30     225.00
15h00     241.00
15h30     271.50
16h00     316.50
16h30     370.75
17h00     434.25
17h30     439.50
18h00     386.50
18h30     328.25
19h00     264.75
19h30     216.00
20h00     182.00
20h30     123.75
21h00      41.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      26.25
06h00      78.75
06h30     123.00
07h00     159.00
07h30     208.00
08h00     270.00
08h30     357.75
09h00     471.25
09h30     559.00
10h00     621.00
10h30     655.50
11h00     662.50
11h30     630.00
12h00     558.00
12h30     487.50
13h00     418.50
13h30     365.75
14h00     329.25
14h30     293.50
15h00     258.50
15h30     243.00
16h00     247.00
16h30     258.25
17h00     276.75
17h30     286.25
18h00     286.75
18h30     283.50
19h00     276.50
19h30     254.00
20h00     216.00
20h30     147.75
21h00      49.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30      12.50
05h00      37.50
05h30      75.50
06h00     126.50
06h30     151.00
07h00     149.00
07h30     133.75
08h00     105.25
08h30      83.00
09h00      67.00
09h30      48.00
10h00      26.00
10h30      12.25
11h00       6.75
11h30      40.50
12h00     113.50
12h30     168.50
13h00     205.50
13h30     203.50
14h00     162.50
14h30     132.25
15h00     112.75
15h30      87.75
16h00      57.25
16h30      34.25
17h00      18.75
17h30      10.50
18h00       9.50
18h30       7.00
19h00       3.00
19h30       1.00
20h00       1.00
20h30       0.75
21h00       0.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.75
06h00       2.25
06h30       3.50
07h00       4.50
07h30       5.00
08h00       5.00
08h30       4.75
09h00       4.25
09h30       3.50
10h00       2.50
10h30       2.50
11h00       3.50
11h30       5.50
12h00       8.50
12h30      12.50
13h00      17.50
13h30      27.50
14h00      42.50
14h30      61.75
15h00      85.25
15h30     103.75
16h00     117.25
16h30     125.50
17h00     128.50
17h30     125.50
18h00     116.50
18h30     115.50
19h00     122.50
19h30     126.75
20h00     128.25
20h30      96.75
21h00      32.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30      31.00
05h00      93.00
05h30     174.00
06h00     274.00
06h30     348.25
07h00     396.75
07h30     419.50
08h00     416.50
08h30     395.25
09h00     355.75
09h30     340.00
10h00     348.00
10h30     368.50
11h00     401.50
11h30     399.50
12h00     362.50
12h30     361.50
13h00     396.50
13h30     435.75
14h00     479.25
14h30     501.50
15h00     502.50
15h30     503.00
16h00     503.00
16h30     497.00
17h00     485.00
17h30     454.50
18h00     405.50
18h30     356.75
19h00     308.25
19h30     274.50
20h00     255.50
20h30     184.50
21h00      61.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      30.50
06h00      91.50
06h30     166.75
07h00     256.25
07h30     283.25
08h00     247.75
08h30     197.00
09h00     131.00
09h30     110.00
10h00     134.00
10h30     149.50
11h00     156.50
11h30     150.75
12h00     132.25
12h30     124.00
13h00     126.00
13h30     145.00
14h00     181.00
14h30     193.25
15h00     181.75
15h30     173.25
16h00     167.75
16h30     173.75
17h00     191.25
17h30     223.75
18h00     271.25
18h30     313.75
19h00     351.25
19h30     373.00
20h00     379.00
20h30     286.50
21h00      95.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30      39.25
05h00     117.75
05h30     212.50
06h00     323.50
06h30     418.00
07h00     496.00
07h30     558.50
08h00     605.50
08h30     641.25
09h00     665.75
09h30     699.00
10h00     741.00
10h30     758.75
11h00     752.25
11h30     756.00
12h00     770.00
12h30     796.00
13h00     834.00
13h30     848.75
14h00     840.25
14h30     831.75
15h00     823.25
15h30     810.50
16h00     793.50
16h30     769.00
17h00     737.00
17h30     671.00
18h00     571.00
18h30     460.75
19h00     340.25
19h30     243.75
20h00     171.25
20h30     101.25
21h00      33.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.00
06h00       0.00
06h30       0.25
07h00       0.75
07h30       2.25
08h00       4.75
08h30       6.25
09h00       6.75
09h30      10.50
10h00      17.50
10h30      27.00
11h00      39.00
11h30      45.25
12h00      45.75
12h30      42.25
13h00      34.75
13h30      30.75
14h00      30.25
14h30      36.25
15h00      48.75
15h30      56.50
16h00      59.50
16h30      53.75
17h00      39.25
17h30      42.75
18h00      64.25
18h30      75.25
19h00      75.75
19h30      67.00
20h00      49.00
20h30      30.00
21h00      10.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.75
05h00       2.25
05h30       3.50
06h00       4.50
06h30       5.50
07h00       6.50
07h30       8.25
08h00      10.75
08h30      26.50
09h00      55.50
09h30      82.00
10h00     106.00
10h30     109.00
11h00      91.00
11h30      82.00
12h00      82.00
12h30      88.50
13h00     101.50
13h30     101.25
14h00      87.75
14h30      70.25
15h00      48.75
15h30      32.25
16h00      20.75
16h30      16.00
17h00      18.00
17h30      21.75
18h00      27.25
18h30      30.00
19h00      30.00
19h30      27.75
20h00      23.25
20h30      15.75
21h00       5.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       1.00
06h00       3.00
06h30      10.00
07h00      22.00
07h30      35.00
08h00      49.00
08h30      54.00
09h00      50.00
09h30      55.25
10h00      69.75
10h30      85.75
11h00     103.25
11h30     119.75
12h00     135.25
12h30     137.75
13h00     127.25
13h30     114.50
14h00      99.50
14h30      99.25
15h00     113.75
15h30     119.50
16h00     116.50
16h30     153.00
17h00     229.00
17h30     288.50
18h00     331.50
18h30     333.25
19h00     293.75
19h30     276.00
20h00     280.00
20h30     211.50
21h00      70.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30      13.25
05h00      39.75
05h30      61.25
06h00      77.75
06h30     105.25
07h00     143.75
07h30     212.00
08h00     310.00
08h30     399.50
09h00     480.50
09h30     532.75
10h00     556.25
10h30     566.00
11h00     562.00
11h30     545.25
12h00     515.75
12h30     501.50
13h00     502.50
13h30     523.75
14h00     565.25
14h30     611.00
15h00     661.00
15h30     707.25
16h00     749.75
16h30     733.50
17h00     658.50
17h30     562.25
18h00     444.75
18h30     328.75
19h00     214.25
19h30     121.25
20h00      49.75
20h30      10.50
21h00       3.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      39.00
06h00     117.00
06h30     192.50
07h00     265.50
07h30     291.25
08h00     269.75
08h30     277.25
09h00     313.75
09h30     381.75
10h00     481.25
10h30     530.00
11h00     528.00
11h30     525.50
12h00     522.50
12h30     520.00
13h00     518.00
13h30     516.25
14h00     514.75
14h30     514.25
15h00     514.75
15h30     521.50
16h00     534.50
16h30     550.50
17h00     569.50
17h30     583.00
18h00     591.00
18h30     587.00
19h00     571.00
19h30     531.75
20h00     469.25
20h30     328.50
21h00     109.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30      30.00
05h00      90.00
05h30     155.75
06h00     227.25
06h30     252.50
07h00     231.50
07h30     192.25
08h00     134.75
08h30      88.50
09h00      53.50
09h30      37.00
10h00      39.00
10h30      38.50
11h00      35.50
11h30      31.00
12h00      25.00
12h30      26.50
13h00      35.50
13h30      60.25
14h00     100.75
14h30     149.75
15h00     207.25
15h30     239.75
16h00     247.25
16h30     247.00
17h00     239.00
17h30     241.75
18h00     255.25
18h30     240.25
19h00     196.75
19h30     153.75
20h00     111.25
20h30      67.50
21h00      22.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30      20.75
05h00      62.25
05h30     125.25
06h00     209.75
06h30     285.00
07h00     351.00
07h30     382.75
08h00     380.25
08h30     345.75
09h00     279.25
09h30     227.00
10h00     189.00
10h30     172.75
11h00     178.25
11h30     190.25
12h00     208.75
12h30     249.25
13h00     311.75
13h30     377.50
14h00     446.50
14h30     470.00
15h00     448.00
15h30     412.75
16h00     364.25
16h30     350.50
17h00     371.50
17h30     374.00
18h00     358.00
18h30     318.50
19h00     255.50
19h30     197.00
20h00     143.00
20h30      87.00
21h00      29.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       1.00
06h00       3.00
06h30       4.25
07h00       4.75
07h30       9.25
08h00      17.75
08h30      23.00
09h00      25.00
09h30      21.25
10h00      11.75
10h30       5.75
11h00       3.25
11h30       1.50
12h00       0.50
12h30       0.00
13h00       0.00
13h30       0.00
14h00       0.00
14h30       1.00
15h00       3.00
15h30       9.00
16h00      19.00
16h30      27.50
17h00      34.50
17h30      73.50
18h00     144.50
18h30     207.75
19h00     263.25
19h30     288.75
20h00     284.25
20h30     211.50
21h00      70.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      26.00
06h00      78.00
06h30     105.75
07h00     109.25
07h30      96.00
08h00      66.00
08h30      47.50
09h00      40.50
09h30      50.50
10h00      77.50
10h30     143.50
11h00     248.50
11h30     313.50
12h00     338.50
12h30     340.50
13h00     319.50
13h30     317.25
14h00     333.75
14h30     349.50
15h00     364.50
15h30     394.50
16h00     439.50
16h30     473.25
17h00     495.75
17h30     512.00
18h00     522.00
18h30     519.50
19h00     504.50
19h30     476.00
20h00     434.00
20h30     309.75
21h00     103.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       6.75
06h00      20.25
06h30      28.50
07h00      31.50
07h30      52.50
08h00      91.50
08h30     141.00
09h00     201.00
09h30     275.00
10h00     363.00
10h30     401.00
11h00     389.00
11h30     354.25
12h00     296.75
12h30     289.50
13h00     332.50
13h30     371.25
14h00     405.75
14h30     421.00
15h00     417.00
15h30     400.50
16h00     371.50
16h30     350.25
17h00     336.75
17h30     332.50
18h00     337.50
18h30     347.75
19h00     363.25
19h30     371.50
20h00     372.50
20h30     279.75
21h00      93.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      46.75
06h00     140.25
06h30     220.50
07h00     287.50
07h30     310.00
08h00     288.00
08h30     271.75
09h00     261.25
09h30     244.75
10h00     222.25
10h30     181.50
11h00     122.50
11h30      92.25
12h00      90.75
12h30     104.50
13h00     133.50
13h30     170.75
14h00     216.25
14h30     228.00
15h00     206.00
15h30     199.00
16h00     207.00
16h30     229.00
17h00     265.00
17h30     290.50
18h00     305.50
18h30     314.75
19h00     318.25
19h30     313.75
20h00     301.25
20h30     221.25
21h00      73.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      30.00
06h00      90.00
06h30     147.00
07h00     201.00
07h30     238.25
08h00     258.75
08h30     264.50
09h00     255.50
09h30     257.75
10h00     271.25
10h30     299.00
11h00     341.00
11h30     386.50
12h00     435.50
12h30     469.25
13h00     487.75
13h30     470.50
14h00     417.50
14h30     386.75
15h00     378.25
15h30     411.75
16h00     487.25
16h30     543.50
17h00     580.50
17h30     600.00
18h00     602.00
18h30     587.50
19h00     556.50
19h30     497.00
20h00     409.00
20h30     273.75
21h00      91.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      20.75
06h00      62.25
06h30      85.50
07h00      90.50
07h30      97.25
08h00     105.75
08h30     123.25
09h00     149.75
09h30     164.00
10h00     166.00
10h30     160.25
11h00     146.75
11h30     130.75
12h00     112.25
12h30      89.75
13h00      63.25
13h30      43.75
14h00      31.25
14h30      24.00
15h00      22.00
15h30      18.00
16h00      12.00
16h30       6.75
17h00       2.25
17h30       2.75
18h00       8.25
18h30      20.50
19h00      39.50
19h30      71.75
20h00     117.25
20h30     105.00
21h00      35.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      39.75
06h00     119.25
06h30     191.25
07h00     255.75
07h30     307.75
08h00     347.25
08h30     361.25
09h00     349.75
09h30     315.00
10h00     257.00
10h30     222.25
11h00     210.75
11h30     252.25
12h00     346.75
12h30     399.25
13h00     409.75
13h30     394.25
14h00     352.75
14h30     319.75
15h00     295.25
15h30     265.50
16h00     230.50
16h30     197.00
17h00     165.00
17h30     130.25
18h00      92.75
18h30     107.00
19h00     173.00
19h30     224.25
20h00     260.75
20h30     209.25
21h00      69.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      59.00
06h00     177.00
06h30     261.50
07h00     312.50
07h30     355.00
08h00     389.00
08h30     427.25
09h00     469.75
09h30     522.25
10h00     584.75
10h30     614.50
11h00     611.50
11h30     619.25
12h00     637.75
12h30     657.50
13h00     678.50
13h30     659.75
14h00     601.25
14h30     542.25
15h00     482.75
15h30     459.50
16h00     472.50
16h30     485.25
17h00     497.75
17h30     497.00
18h00     483.00
18h30     464.25
19h00     440.75
19h30     403.75
20h00     353.25
20h30     246.00
21h00      82.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       2.25
06h00       6.75
06h30       9.75
07h00      11.25
07h30      21.75
08h00      41.25
08h30      49.00
09h00      45.00
09h30      38.50
10h00      29.50
10h30      31.25
11h00      43.75
11h30      56.75
12h00      70.25
12h30      74.50
13h00      69.50
13h30      62.50
14h00      53.50
14h30      48.50
15h00      47.50
15h30      51.00
16h00      59.00
16h30      69.50
17h00      82.50
17h30      96.00
18h00     110.00
18h30     113.25
19h00     105.75
19h30      97.50
20h00      88.50
20h30      63.00
21h00      21.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      22.25
06h00      66.75
06h30     115.25
07h00     167.75
07h30     215.50
08h00     258.50
08h30     278.25
09h00     274.75
09h30     276.00
10h00     282.00
10h30     278.50
11h00     265.50
11h30     263.00
12h00     271.00
12h30     267.50
13h00     252.50
13h30     217.25
14h00     161.75
14h30     144.75
15h00     166.25
15h30     172.75
16h00     164.25
16h30     141.75
17h00     105.25
17h30      85.25
18h00      81.75
18h30      74.25
19h00      62.75
19h30      58.75
20h00      62.25
20h30      48.00
21h00      16.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      82.75
06h00     248.25
06h30     348.25
07h00     382.75
07h30     398.00
08h00     394.00
08h30     386.50
09h00     375.50
09h30     335.75
10h00     267.25
10h30     206.50
11h00     153.50
11h30     120.50
12h00     107.50
12h30      87.25
13h00      59.75
13h30      47.75
14h00      51.25
14h30      60.00
15h00      74.00
15h30      76.00
16h00      66.00
16h30      55.75
17h00      45.25
17h30      45.00
18h00      55.00
18h30      76.25
19h00     108.75
19h30     132.75
20h00     148.25
20h30     117.00
21h00      39.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      84.00
06h00     252.00
06h30     368.50
07h00     433.50
07h30     486.00
08h00     526.00
08h30     549.50
09h00     556.50
09h30     533.00
10h00     479.00
10h30     416.25
11h00     344.75
11h30     303.75
12h00     293.25
12h30     283.00
13h00     273.00
13h30     247.50
14h00     206.50
14h30     176.50
15h00     157.50
15h30     157.75
16h00     177.25
16h30     215.00
17h00     271.00
17h30     305.75
18h00     319.25
18h30     320.50
19h00     309.50
19h30     297.50
20h00     284.50
20h30     208.50
21h00      69.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30     100.50
06h00     301.50
06h30     446.00
07h00     534.00
07h30     604.50
08h00     657.50
08h30     702.50
09h00     739.50
09h30     753.75
10h00     745.25
10h30     721.00
11h00     681.00
11h30     646.25
12h00     616.75
12h30     591.75
13h00     571.25
13h30     548.75
14h00     524.25
14h30     511.50
15h00     510.50
15h30     501.00
16h00     483.00
16h30     456.25
17h00     420.75
17h30     402.25
18h00     400.75
18h30     394.75
19h00     384.25
19h30     362.00
20h00     328.00
20h30     233.25
21h00      77.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      95.50
06h00     286.50
06h30     420.00
07h00     496.00
07h30     558.00
08h00     606.00
08h30     644.25
09h00     672.75
09h30     694.75
10h00     710.25
10h30     728.25
11h00     748.75
11h30     765.75
12h00     779.25
12h30     780.50
13h00     769.50
13h30     759.75
14h00     751.25
14h30     742.00
15h00     732.00
15h30     712.50
16h00     683.50
16h30     662.75
17h00     650.25
17h30     630.75
18h00     604.25
18h30     518.25
19h00     372.75
19h30     236.25
20h00     108.75
20h30      33.75
21h00      11.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       1.50
06h00       4.50
06h30      19.00
07h00      45.00
07h30      71.25
08h00      97.75
08h30     119.75
09h00     137.25
09h30     174.25
10h00     230.75
10h30     269.25
11h00     289.75
11h30     301.75
12h00     305.25
12h30     334.75
13h00     390.25
13h30     411.25
14h00     397.75
14h30     375.25
15h00     343.75
15h30     339.00
16h00     361.00
16h30     374.50
17h00     379.50
17h30     382.50
18h00     383.50
18h30     387.50
19h00     394.50
19h30     375.00
20h00     329.00
20h30     229.50
21h00      76.50
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      72.75
06h00     218.25
06h30     323.75
07h00     389.25
07h30     438.00
08h00     470.00
08h30     504.50
09h00     541.50
09h30     576.50
10h00     609.50
10h30     615.50
11h00     594.50
11h30     568.25
12h00     536.75
12h30     513.75
13h00     499.25
13h30     461.25
14h00     399.75
14h30     362.50
15h00     349.50
15h30     373.25
16h00     433.75
16h30     455.75
17h00     439.25
17h30     397.00
18h00     329.00
18h30     261.75
19h00     195.25
19h30     133.25
20h00      75.75
20h30      35.25
21h00      11.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      24.75
06h00      74.25
06h30     128.25
07h00     186.75
07h30     269.75
08h00     377.25
08h30     432.50
09h00     435.50
09h30     416.25
10h00     374.75
10h30     348.75
11h00     338.25
11h30     353.00
12h00     393.00
12h30     437.75
13h00     487.25
13h30     494.75
14h00     460.25
14h30     431.50
15h00     408.50
15h30     421.50
16h00     470.50
16h30     495.00
17h00     495.00
17h30     470.50
18h00     421.50
18h30     390.25
19h00     376.75
19h30     337.50
20h00     272.50
20h30     180.00
21h00      60.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      56.50
06h00     169.50
06h30     239.75
07h00     267.25
07h30     264.75
08h00     232.25
08h30     214.25
09h00     210.75
09h30     270.75
10h00     394.25
10h30     494.25
11h00     570.75
11h30     594.50
12h00     565.50
12h30     519.50
13h00     456.50
13h30     405.50
14h00     366.50
14h30     348.00
15h00     350.00
15h30     348.75
16h00     344.25
16h30     364.00
17h00     408.00
17h30     444.50
18h00     473.50
18h30     456.50
19h00     393.50
19h30     338.75
20h00     292.25
20h30     201.75
21h00      67.25
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      11.50
06h00      34.50
06h30      65.50
07h00     104.50
07h30     159.00
08h00     229.00
08h30     309.75
09h00     401.25
09h30     457.00
10h00     477.00
10h30     470.50
11h00     437.50
11h30     408.75
12h00     384.25
12h30     353.25
13h00     315.75
13h30     299.75
14h00     305.25
14h30     310.50
15h00     315.50
15h30     311.00
16h00     297.00
16h30     280.50
17h00     261.50
17h30     241.50
18h00     220.50
18h30     191.00
19h00     153.00
19h30     110.25
20h00      62.75
20h30      29.25
21h00       9.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30       0.25
06h00       0.75
06h30       1.50
07h00       2.50
07h30       7.00
08h00      15.00
08h30      26.00
09h00      40.00
09h30      53.75
10h00      67.25
10h30     110.50
11h00     183.50
11h30     236.75
12h00     270.25
12h30     268.25
13h00     230.75
13h30     195.50
14h00     162.50
14h30     148.25
15h00     152.75
15h30     182.00
16h00     236.00
16h30     262.50
17h00     261.50
17h30     264.00
18h00     270.00
18h30     259.25
19h00     231.75
19h30     184.50
20h00     117.50
20h30      63.00
21h00      21.00
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      16.75
06h00      50.25
06h30      74.75
07h00      90.25
07h30      91.25
08h00      77.75
08h30      72.00
09h00      74.00
09h30      81.50
10h00      94.50
10h30     114.00
11h00     140.00
11h30     160.00
12h00     174.00
12h30     176.25
13h00     166.75
13h30     141.75
14h00     101.25
14h30      66.50
15h00      37.50
15h30      45.25
16h00      89.75
16h30     146.50
17h00     215.50
17h30     263.25
18h00     289.75
18h30     315.50
19h00     340.50
19h30     343.50
20h00     324.50
20h30     236.25
21h00      78.75
21h30       0.00
22h00       0.00
22h30       0.00
23h00       0.00
23h30       0.00
00h00       0.00
00h30       0.00
01h00       0.00
01h30       0.00
02h00       0.00
02h30       0.00
03h00       0.00
03h30       0.00
04h00       0.00
04h30       0.00
05h00       0.00
05h30      17.25
06h00      51.75
06h30      84.00
07h00     114.00
