Time,pv_power
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,1.93
11:00:00,5.9
11:30:00,9.66
12:00:00,14.92
12:30:00,22.41
13:00:00,30.88
13:30:00,34.23
14:00:00,30.54
14:30:00,26.34
15:00:00,23.32
15:30:00,18.83
16:00:00,7.84
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,1.88
11:00:00,6.35
11:30:00,9.73
12:00:00,21.08
12:30:00,44.61
13:00:00,70.97
13:30:00,94.93
14:00:00,114.51
14:30:00,127.35
15:00:00,130.02
15:30:00,101.03
16:00:00,36.59
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,1.91
11:00:00,6.45
11:30:00,10.08
12:00:00,21.54
12:30:00,44.08
13:00:00,67.53
13:30:00,84.94
14:00:00,95.57
14:30:00,98.92
15:00:00,93.17
15:30:00,74.77
16:00:00,30.45
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,0.3
11:00:00,0.95
11:30:00,1.58
12:00:00,2.16
12:30:00,2.68
13:00:00,3.14
13:30:00,3.29
14:00:00,3.14
14:30:00,2.83
15:00:00,2.38
15:30:00,1.87
16:00:00,0.79
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,1.94
11:00:00,5.94
11:30:00,9.31
12:00:00,12.06
12:30:00,14.62
13:00:00,17.12
13:30:00,18.61
14:00:00,19.06
14:30:00,18.57
15:00:00,17.58
15:30:00,15.25
16:00:00,6.55
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,1.07
11:00:00,3.31
11:30:00,5.1
12:00:00,6.34
12:30:00,7.2
13:00:00,7.7
13:30:00,7.93
14:00:00,7.84
14:30:00,7.5
15:00:00,6.97
15:30:00,6.05
16:00:00,2.7
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,1.57
11:00:00,4.99
11:30:00,8.21
12:00:00,15.08
12:30:00,27.21
13:00:00,41.05
13:30:00,57.31
14:00:00,76.86
14:30:00,90.51
15:00:00,96.19
15:30:00,77.67
16:00:00,28.32
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,2.33
11:00:00,7.09
11:30:00,10.38
12:00:00,13.17
12:30:00,15.44
13:00:00,15.56
13:30:00,17.31
14:00:00,23.32
14:30:00,33.94
15:00:00,47.42
15:30:00,44.69
16:00:00,17.54
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,2.34
11:00:00,7.27
11:30:00,11.36
12:00:00,20.23
12:30:00,36.14
13:00:00,54.02
13:30:00,70.76
14:00:00,85.1
14:30:00,96.86
15:00:00,105.91
15:30:00,90.32
16:00:00,35.26
16:30:00,0.0
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,2.68
11:00:00,7.86
11:30:00,12.49
12:00:00,19.7
12:30:00,31.05
13:00:00,45.04
13:30:00,59.07
14:00:00,72.45
14:30:00,81.31
15:00:00,85.62
15:30:00,83.55
16:00:00,72.78
16:30:00,33.3
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.73
10:00:00,2.31
10:30:00,5.57
11:00:00,10.57
11:30:00,14.93
12:00:00,26.55
12:30:00,47.78
13:00:00,71.12
13:30:00,90.08
14:00:00,101.66
14:30:00,108.64
15:00:00,114.49
15:30:00,115.81
16:00:00,91.64
16:30:00,34.8
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.74
10:00:00,2.34
10:30:00,5.02
11:00:00,8.78
11:30:00,11.92
12:00:00,24.47
12:30:00,49.48
13:00:00,77.69
13:30:00,103.2
14:00:00,123.49
14:30:00,134.41
15:00:00,132.37
15:30:00,123.44
16:00:00,99.1
16:30:00,40.03
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,0.57
11:00:00,1.8
11:30:00,2.68
12:00:00,3.13
12:30:00,3.59
13:00:00,4.05
13:30:00,4.59
14:00:00,5.21
14:30:00,5.45
15:00:00,5.29
15:30:00,4.9
16:00:00,5.2
16:30:00,2.9
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,2.3
11:00:00,7.17
11:30:00,11.36
12:00:00,16.74
12:30:00,26.36
13:00:00,41.86
13:30:00,56.8
14:00:00,64.7
14:30:00,64.28
15:00:00,55.87
15:30:00,47.65
16:00:00,40.14
16:30:00,17.74
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.0
10:00:00,0.0
10:30:00,0.79
11:00:00,2.47
11:30:00,4.14
12:00:00,5.74
12:30:00,7.4
13:00:00,9.13
13:30:00,10.6
14:00:00,11.68
14:30:00,12.73
15:00:00,14.22
15:30:00,15.44
16:00:00,17.03
16:30:00,9.19
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.67
10:00:00,2.1
10:30:00,5.08
11:00:00,9.42
11:30:00,13.82
12:00:00,20.04
12:30:00,26.52
13:00:00,31.5
13:30:00,34.9
14:00:00,36.69
14:30:00,35.02
15:00:00,31.87
15:30:00,31.3
16:00:00,31.21
16:30:00,15.52
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.85
10:00:00,2.63
10:30:00,5.83
11:00:00,10.38
11:30:00,14.25
12:00:00,18.29
12:30:00,22.76
13:00:00,27.11
13:30:00,30.51
14:00:00,32.79
14:30:00,32.71
15:00:00,29.05
15:30:00,26.65
16:00:00,28.35
16:30:00,15.03
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.74
10:00:00,2.15
10:30:00,4.63
11:00:00,8.11
11:30:00,11.73
12:00:00,18.33
12:30:00,26.86
13:00:00,34.75
13:30:00,41.58
14:00:00,47.55
14:30:00,51.33
15:00:00,53.38
15:30:00,54.94
16:00:00,51.91
16:30:00,24.36
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.94
10:00:00,2.96
10:30:00,5.82
11:00:00,9.46
11:30:00,12.53
12:00:00,26.4
12:30:00,52.87
13:00:00,80.96
13:30:00,106.93
14:00:00,129.09
14:30:00,145.91
15:00:00,156.02
15:30:00,154.1
16:00:00,134.3
16:30:00,60.1
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.34
10:00:00,1.06
10:30:00,2.53
11:00:00,4.74
11:30:00,6.96
12:00:00,9.48
12:30:00,11.69
13:00:00,13.15
13:30:00,14.41
14:00:00,15.71
14:30:00,16.44
15:00:00,16.81
15:30:00,18.01
16:00:00,21.22
16:30:00,11.79
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,1.01
10:00:00,3.17
10:30:00,6.24
11:00:00,10.2
11:30:00,13.79
12:00:00,27.72
12:30:00,49.97
13:00:00,68.08
13:30:00,79.28
14:00:00,80.63
14:30:00,76.61
15:00:00,68.85
15:30:00,61.66
16:00:00,55.13
16:30:00,25.21
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.37
10:00:00,1.16
10:30:00,2.32
11:00:00,3.83
11:30:00,5.55
12:00:00,7.56
12:30:00,10.27
13:00:00,13.72
13:30:00,16.73
14:00:00,19.21
14:30:00,22.12
15:00:00,28.06
15:30:00,33.76
16:00:00,36.66
16:30:00,19.06
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,1.23
10:00:00,3.79
10:30:00,7.47
11:00:00,12.17
11:30:00,16.52
12:00:00,24.8
12:30:00,34.17
13:00:00,39.24
13:30:00,43.88
14:00:00,49.35
14:30:00,57.58
15:00:00,70.48
15:30:00,80.91
16:00:00,81.6
16:30:00,39.66
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,1.24
10:00:00,3.85
10:30:00,6.89
11:00:00,10.36
11:30:00,13.65
12:00:00,27.22
12:30:00,53.06
13:00:00,82.57
13:30:00,111.61
14:00:00,137.73
14:30:00,152.33
15:00:00,152.13
15:30:00,144.21
16:00:00,122.61
16:30:00,53.49
17:00:00,0.0
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,1.16
10:00:00,3.64
10:30:00,7.05
11:00:00,11.33
11:30:00,15.24
12:00:00,31.3
12:30:00,60.91
13:00:00,93.06
13:30:00,121.98
14:00:00,143.85
14:30:00,154.36
15:00:00,153.33
15:30:00,144.69
16:00:00,123.43
16:30:00,92.32
17:00:00,37.77
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,0.51
10:00:00,1.61
10:30:00,3.04
11:00:00,4.75
11:30:00,6.35
12:00:00,7.82
12:30:00,9.48
13:00:00,11.33
13:30:00,13.03
14:00:00,14.58
14:30:00,14.72
15:00:00,13.53
15:30:00,12.27
16:00:00,11.52
16:30:00,12.91
17:00:00,7.17
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
03:30:00,0.0
04:00:00,0.0
04:30:00,0.0
05:00:00,0.0
05:30:00,0.0
06:00:00,0.0
06:30:00,0.0
07:00:00,0.0
07:30:00,0.0
08:00:00,0.0
08:30:00,0.0
09:00:00,0.0
09:30:00,1.41
10:00:00,4.33
10:30:00,7.68
11:00:00,11.09
11:30:00,14.66
12:00:00,23.99
12:30:00,37.96
13:00:00,51.3
13:30:00,65.74
14:00:00,84.43
14:30:00,103.27
15:00:00,119.11
15:30:00,130.16
16:00:00,124.47
16:30:00,88.0
17:00:00,30.15
17:30:00,0.0
18:00:00,0.0
18:30:00,0.0
19:00:00,0.0
19:30:00,0.0
20:00:00,0.0
20:30:00,0.0
21:00:00,0.0
21:30:00,0.0
22:00:00,0.0
22:30:00,0.0
23:00:00,0.0
23:30:00,0.0
00:00:00,0.0
00:30:00,0.0
01:00:00,0.0
01:30:00,0.0
02:00:00,0.0
02:30:00,0.0
03:00:00,0.0
