time,price_gbp_per_kWh
00:00,0.10342499999999999
00:30,0.105735
01:00,0.10668
01:30,0.10185000000000001
02:00,0.10143
02:30,0.10195499999999999
03:00,0.10668
03:30,0.10006500000000002
04:00,0.099225
04:30,0.099225
05:00,0.099225
05:30,0.10143
06:00,0.11823
06:30,0.11686500000000001
07:00,0.110565
07:30,0.12285
08:00,0.12348
08:30,0.133245
09:00,0.141645
09:30,0.13734
10:00,0.121275
10:30,0.11025
11:00,0.10583999999999999
11:30,0.10583999999999999
12:00,0.108255
12:30,0.108045
13:00,0.10583999999999999
13:30,0.10583999999999999
14:00,0.10583999999999999
14:30,0.10143
15:00,0.099225
15:30,0.09974999999999999
16:00,0.23793
16:30,0.257775
17:00,0.27531
17:30,0.30618
18:00,0.332745
18:30,0.322665
19:00,0.15875999999999998
19:30,0.140175
20:00,0.12348
20:30,0.108465
21:00,0.112455
21:30,0.10583999999999999
22:00,0.09974999999999999
22:30,0.09744
23:00,0.103635
23:30,0.103635
00:00,0.10731
00:30,0.10731
01:00,0.10731
01:30,0.105105
02:00,0.100485
02:30,0.10731
03:00,0.10384499999999999
03:30,0.099225
04:00,0.099225
04:30,0.099225
05:00,0.103635
05:30,0.108045
06:00,0.11686500000000001
06:30,0.11686500000000001
07:00,0.11686500000000001
07:30,0.12327
08:00,0.143325
08:30,0.148365
09:00,0.151095
09:30,0.14458500000000002
10:00,0.11592000000000001
10:30,0.11329499999999999
11:00,0.11045999999999999
11:30,0.110985
12:00,0.106365
12:30,0.10605
13:00,0.106365
13:30,0.106365
14:00,0.106365
14:30,0.10552500000000001
15:00,0.10279500000000001
15:30,0.10279500000000001
16:00,0.239295
16:30,0.252525
17:00,0.266595
17:30,0.29883
18:00,0.33494999999999997
18:30,0.33494999999999997
19:00,0.16537500000000002
19:30,0.15981
20:00,0.138915
20:30,0.11865
21:00,0.117075
21:30,0.108045
22:00,0.104685
22:30,0.10143
23:00,0.10794000000000001
23:30,0.104685
00:00,0.11014499999999999
00:30,0.113085
01:00,0.110985
01:30,0.11025
02:00,0.107205
02:30,0.11025
03:00,0.10605
03:30,0.10605
04:00,0.10583999999999999
04:30,0.10247999999999999
05:00,0.10951499999999999
05:30,0.10951499999999999
06:00,0.119595
06:30,0.123585
07:00,0.13734
07:30,0.15865500000000002
08:00,0.169365
08:30,0.169785
09:00,0.16537500000000002
09:30,0.16317
10:00,0.12201000000000001
10:30,0.11928000000000001
11:00,0.11109
11:30,0.10395
12:00,0.11025
12:30,0.10583999999999999
13:00,0.10227
13:30,0.103635
14:00,0.103635
14:30,0.10227
15:00,0.108045
15:30,0.108045
16:00,0.24045000000000002
16:30,0.24895499999999998
17:00,0.27594
17:30,0.30408
18:00,0.341565
18:30,0.33494999999999997
19:00,0.17094
19:30,0.15875999999999998
20:00,0.12096
20:30,0.116445
21:00,0.130095
21:30,0.108045
22:00,0.11256000000000001
22:30,0.10090500000000001
23:00,0.11193
23:30,0.10678499999999999
00:00,0.11067
00:30,0.114345
01:00,0.11329499999999999
01:30,0.103635
02:00,0.103635
02:30,0.10247999999999999
03:00,0.103635
03:30,0.103635
04:00,0.10122
04:30,0.1008
