BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,LATITUDE,LONGITUDE,ORIENTATION,ORIENTATION_ESPR_ROT,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,CREATED_AT,REPORT_REFERENCE_NUMBER,DWELLING_ID,IMPROVEMENTS_PARSED,WALL_DESCRIPTION_PARSED,ROOF_DESCRIPTION_PARSED,FLOOR_DESCRIPTION_PARSED,WINDOWS_DESCRIPTION_PARSED,MAINHEAT_DESCRIPTION_PARSED,MAINHEATCONT_DESCRIPTION_PARSED,SECONDHEAT_DESCRIPTION_PARSED,HOTWATER_DESCRIPTION_PARSED,LIGHTING_DESCRIPTION_PARSED,AIR_TIGHTNESS_DESCRIPTION_PARSED,DELTA_ENERGY_EFFICIENCY,DELTA_ENVIRONMENT_IMPACT,DELTA_ENERGY_CONSUMPTION,PCT_ENERGY_REDUCTION,DELTA_CO2_EMISSIONS,PCT_CO2_REDUCTION,ANNUAL_ENERGY_COST_SAVINGS,HAS_POTENTIAL_DATA,POSITIVE_ENERGY_SAVINGS,POSITIVE_CO2_SAVINGS,IMPROVEMENTS_LIST,CAPEX_MIN,CAPEX_MAX,CAPEX_MID,PROJECT_LIFETIME_DYNAMIC,ANNUAL_CASHFLOW,NPV,IRR,IMPROVEMENTS_CLEAN,IMPROVEMENTS_FINANCIALS,SIMPLE_PAYBACK_YEARS,COST_PER_KWH_REDUCED,COST_PER_TON_CO2_REDUCED,FINANCIAL_DATA_AVAILABLE,ECONOMICALLY_POSITIVE,HEATED_ROOM_RATIO,ROOMS_PER_100M2,GLAZED_AREA_PER_M2,PERCENT_GLAZED,IS_FLAT,IS_TOP_STOREY_FLAT,FLOOR_LEVEL_NUM,FLOOR_LEVEL_SIMPLE,MAIN_HEATING_CATEGORY_CLEAN,MAIN_FUEL_CLEAN,HEATING_FUEL_COMBO,IS_GAS_HEATED,DELTA_ENERGY_EFFICIENCY_SCALED,DELTA_ENVIRONMENT_IMPACT_SCALED,NPV_SCALED,COST_PER_KWH_REDUCED_SCALED,COST_PER_TON_CO2_REDUCED_SCALED,PRIORITY_INDEX,NUMBER_OF_FLOORS,FOOTPRINT_AREA,ARCHETYPE,WALL_LENGTH,WALL_WIDTH,ROOF_RIDGE_HEIGHT,AGE_BAND,BUILDING_HEIGHT,EXPOSED_PERIMETER,WALL_AREA,TYPICAL_WINDOW_AREA,WINDOW_AREA,WWR,SEMI_DETACHED_2F_WINDOW_AREA_SINGLE,SEMIDETACHED_2F_WINDOW_H,SEMIDETACHED_2F_WINDOW_W,HEATING_CODE,HEATING_JSON,WALL_DESC,ROOF_DESC,WINDOW_DESC,WALL_CONS,ROOF_CONS,WINDOW_CONS,DETACHED_2F_WINDOW_AREA_SINGLE,DETACHED_2F_WINDOW_H,DETACHED_2F_WINDOW_W,LIGHTING_LUM_PER_W,LIGHTING_LUMENS,LIGHTING_WATTS,NUMBER_OF_OCCUPANTS,OCCUPANTS_ROUNDED_UP,HEATING_PARSED,MAIN_HEAT,MAIN_ENERGY,SECONDARY_HEAT,MAIN_HEAT_CODE,SECOND_HEAT_CODE,MAIN_FUEL_CODE,SECOND_FUEL_CODE,HOT_WATER_ENERGY_EFF_CLEAN,HOTWATER_DESCRIPTION_CLEAN,WATER_HEAT_CODE,WATER_FUEL_CODE,ATTIC_FLOOR_HEIGHT,ROOF_LENGTH,RIDGE_TO_ATTIC_HEIGHT,HALF_WALL_WIDTH,ROOF_WIDTH,HALF_ROOF_AREA,ROOF_AREA,USABLE_ROOF_LENGTH,USABLE_ROOF_WIDTH,PANELS_ALONG_LENGTH,PANELS_ALONG_WIDTH,POSSIBLE_PV_PANELS,WINDOW_AREA_SINGLE,ASPECT_RATIO,WINDOW_H,WINDOW_W,EXISTING_PV_PANELS,MODELED_PV,PV_UPGRADE,ACH_NATURAL,PEAK_HP_LOAD,HP_UPGRADE,WINDOWS_UPGRADE_TYPE,ROOF_UPGRADE_TYPE,WALLS_UPGRADE_TYPE,WINDOWS_UPGRADE,ROOF_UPGRADE,WALLS_UPGRADE,FAB_UPGRADE,SOLAR_THERMAL_UPGRADE,BATTERY_UPGRADE,WINDOWS_CAP_COST,ROOF_CAP_COST,WALLS_CAP_COST,FAB_CAP_COST,HP_CAP_COST,SOLAR_THERMAL_CAP_COST,PV_CAP_COST,BATTERY_CAP_COST,WINDOWS_LIFETIME,ROOF_LIFETIME,WALLS_LIFETIME,FAB_LIFETIME,HP_LIFETIME,SOLAR_THERMAL_LIFETIME,PV_LIFETIME,BATTERY_LIFETIME,BASELINE_ENERGY,WINDOWS_ENERGY,ROOF_ENERGY,WALLS_ENERGY,FAB_ENERGY,HP_ENERGY,SOLAR_THERMAL_ENERGY,PV_ENERGY,BATTERY_ENERGY,BASELINE_CARBON,WINDOWS_CARBON,ROOF_CARBON,WALLS_CARBON,FAB_CARBON,HP_CARBON,SOLAR_THERMAL_CARBON,PV_CARBON,BATTERY_CARBON,BASELINE_COST_FIXED,WINDOWS_COST_FIXED,ROOF_COST_FIXED,WALLS_COST_FIXED,FAB_COST_FIXED,HP_COST_FIXED,SOLAR_THERMAL_COST_FIXED,PV_COST_FIXED,BATTERY_COST_FIXED,BASELINE_COST_FLEX,WINDOWS_COST_FLEX,ROOF_COST_FLEX,WALLS_COST_FLEX,FAB_COST_FLEX,HP_COST_FLEX,SOLAR_THERMAL_COST_FLEX,PV_COST_FLEX,BATTERY_COST_FLEX,WINDOWS_ENERGY_SAVINGS,ROOF_ENERGY_SAVINGS,WALLS_ENERGY_SAVINGS,FAB_ENERGY_SAVINGS,HP_ENERGY_SAVINGS,SOLAR_THERMAL_ENERGY_SAVINGS,PV_ENERGY_SAVINGS,BATTERY_ENERGY_SAVINGS,WINDOWS_CARBON_SAVINGS,ROOF_CARBON_SAVINGS,WALLS_CARBON_SAVINGS,FAB_CARBON_SAVINGS,HP_CARBON_SAVINGS,SOLAR_THERMAL_CARBON_SAVINGS,PV_CARBON_SAVINGS,BATTERY_CARBON_SAVINGS,WINDOWS_COST_SAVINGS_FIXED,ROOF_COST_SAVINGS_FIXED,WALLS_COST_SAVINGS_FIXED,FAB_COST_SAVINGS_FIXED,HP_COST_SAVINGS_FIXED,SOLAR_THERMAL_COST_SAVINGS_FIXED,PV_COST_SAVINGS_FIXED,BATTERY_COST_SAVINGS_FIXED,WINDOWS_COST_SAVINGS_FLEX,ROOF_COST_SAVINGS_FLEX,WALLS_COST_SAVINGS_FLEX,FAB_COST_SAVINGS_FLEX,HP_COST_SAVINGS_FLEX,SOLAR_THERMAL_COST_SAVINGS_FLEX,PV_COST_SAVINGS_FLEX,BATTERY_COST_SAVINGS_FLEX,WINDOWS_NPV_FIXED,ROOF_NPV_FIXED,WALLS_NPV_FIXED,FAB_NPV_FIXED,HP_NPV_FIXED,SOLAR_THERMAL_NPV_FIXED,PV_NPV_FIXED,BATTERY_NPV_FIXED,WINDOWS_IRR_FIXED,ROOF_IRR_FIXED,WALLS_IRR_FIXED,FAB_IRR_FIXED,HP_IRR_FIXED,SOLAR_THERMAL_IRR_FIXED,PV_IRR_FIXED,BATTERY_IRR_FIXED,WINDOWS_NPV_FLEX,ROOF_NPV_FLEX,WALLS_NPV_FLEX,FAB_NPV_FLEX,HP_NPV_FLEX,SOLAR_THERMAL_NPV_FLEX,PV_NPV_FLEX,BATTERY_NPV_FLEX,WINDOWS_IRR_FLEX,ROOF_IRR_FLEX,WALLS_IRR_FLEX,FAB_IRR_FLEX,HP_IRR_FLEX,SOLAR_THERMAL_IRR_FLEX,PV_IRR_FLEX,BATTERY_IRR_FLEX
1001829067,122009933.0,19 CULCREUCH AVENUE ,FINTRY ,GLASGOW ,G63 0YB,56.0557,-4.2233,100,170,9/29/25,"RdSAP, existing dwelling",9/29/25,216,42,3993,510,87,B,93,A,91,B,92,A,18,"Description: Solar water heating; Indicative Cost: £4,000 - £7,000; Typical Saving: -115; Energy Rating after improvement: A 92; Environmental Rating after improvement: A 92; Green Deal Eligible: N | Description: High performance external doors; Indicative Cost: £1,800 - £2,400; Typical Saving: 52; Energy Rating after improvement: A 93; Environmental Rating after improvement: A 92; Green Deal Eligible: N | ","Cavity wall, filled cavity ",Good ,Good ,"Pitched, 300 mm loft insulation ",Very Good ,Very Good ,"Suspended, insulated ",N/A ,N/A ,,,,Electric storage heaters ,Good ,Very Good ,Controls for high heat retention storage heaters ,Good ,Good ,"Room heaters, electric ",N/A ,N/A ,"Electric immersion, off-peak ",Poor ,Very Good ,Good lighting efficiency ,Good,Good ,,,,0.8,0.1,3330,3195,558,1203,105,105,,Description: Solar photovoltaics | ,6234.32,702.69,0,0,0,,1965-1975,2.4,S01006074 (Strathendrick),216,0,0,0,0,,,0,2,,2,Stirling,,,,,natural,dual,0,,,,False,rented (social),rental,,00RGMB,Forth and Endrick,0,Semi-Detached,Bungalow,S01013015 (Kippen and Fintry - 01),9/29/25 15:09,2117-1018-6201-0195-2200,19 CULCREUCH AVENUE | G63 0YB,"[{'description': 'Solar water heating', 'cost_min': 4000, 'cost_max': 7000, 'typical_saving': None, 'energy_rating': 'A 92', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': 'High performance external doors', 'cost_min': 1800, 'cost_max': 2400, 'typical_saving': 52, 'energy_rating': 'A 93', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Cavity wall, filled cavity', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Pitched, 300 mm loft insulation', 'energy_rating': 'Very Good', 'env_rating': 'Very Good'}]","[{'description': 'Suspended, insulated', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Description: Fully double glazed', 'energy_rating': 'Average', 'env_rating': 'Average'}]","[{'description': 'Electric storage heaters', 'energy_rating': 'Good', 'env_rating': 'Very Good'}]","[{'description': 'Controls for high heat retention storage heaters', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Room heaters, electric', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Electric immersion, off-peak', 'energy_rating': 'Poor', 'env_rating': 'Very Good'}]","[{'description': 'Good lighting efficiency', 'energy_rating': 'Good', 'env_rating': 'Good'}]",[],6,1,0,0.0,0.7,0.875,170,True,False,True,"[{'description': 'Solar water heating', 'cost_min': 4000, 'cost_max': 7000, 'typical_saving': None, 'energy_rating': 'A 92', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': 'High performance external doors', 'cost_min': 1800, 'cost_max': 2400, 'typical_saving': 52, 'energy_rating': 'A 93', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]",5800.0,9400.0,7600.0,30.0,170,-4986.683325,-0.024020453,"[{'description': 'Solar water heating', 'cost_min': 4000, 'cost_max': 7000, 'typical_saving': None, 'energy_rating': 'A 92', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': 'High performance external doors', 'cost_min': 1800, 'cost_max': 2400, 'typical_saving': 52, 'energy_rating': 'A 93', 'env_rating': 'A 92', 'green_deal': 'N'}]","[{'description': 'Solar water heating', 'capex_mid': np.float64(5500.0), 'lifetime': np.int64(30), 'annual_cashflow': None, 'npv': nan, 'irr': nan}, {'description': 'High performance external doors', 'capex_mid': np.float64(2100.0), 'lifetime': np.int64(30), 'annual_cashflow': 52, 'npv': np.float64(-1300.632546602093), 'irr': -0.01819693530225519}]",44.70588235,0.0,10857142.86,True,False,1.0,4.761904762,0.0,0.0,False,False,,Unknown,,,,True,0.085714286,0.015625,0.384113062,0.0,0.715738499,0.176173867,2,21.0,SemiDetached_2F,4.582575695,4.582575695,7.091287847,E,4.8,13.74772709,65.98909001,12.5358,12.5358,0.189967766,1.790828571,1.092650774,1.638976161,electric_storage_heaters_good_room_heaters_electric,"[{'main_heat': 'electric_storage_heaters', 'main_energy': 'good', 'secondary_heat': 'room_heaters_electric'}]","Cavity wall, filled cavity","Pitched, 300 mm loft insulation",Fully double glazed,cavity_filled_bands_A_to_E,insulated_roof_300mm,dbl_glz_pre_2003,1.139618182,0.871633785,1.307450677,66.9,7812,116.77,1.460450046,2,"[{'main_heat': 'electric_storage_heaters', 'main_energy': 'good', 'secondary_heat': 'room_heaters_electric'}]",electric_storage_heaters,good,room_heaters_electric,electric_storage_heaters_4,room_heaters_electric_4,electricity,electricity,Poor,"Electric immersion, off-peak",electric_storage_heaters_2,electricity,4.8,4.582575695,2.291287847,2.291287847,3.240370349,14.8492424,29.69848481,3.895189341,2.754314797,2,2,0,1.790828571,1.75,1.011598049,1.770296585,0,0,1,1.05,977.0384227,1,uPVC,loft,external,1,1,1,1,1,1,8775.06,420.0,9898.363501,19093.4235,7000,3000,0,4836,35,80,50,50,15,20,30,15,24174327.308064356,23411449.75704395,24169786.491737828,22065510.981533743,21272715.0631664,15848431.190722,13024035.194901954,13024035.194901954,13024035.194901954,1643.854256948376,1591.9785834789882,1643.545481438172,1500.4547467442944,1446.5446242953146,1077.693320969095,885.6343932533323,885.6343932533323,885.6343932533323,6207.967252710927,6012.060297608887,6206.801171078274,5666.423220057866,5462.833228221131,4069.877129777409,3344.5722380508214,3344.5722380508214,3344.5722380508214,4796.768933906008,4636.737565334579,4795.979045130498,4365.236569977437,4198.014724977436,3081.2559349211188,2622.6848042827637,2622.6848042827637,2622.6848042827637,762877.5510204062,4540.816326528788,2108816.326530613,2901612.244897958,5424283.872444399,2824395.9958200455,0.0,0.0,51.87567346938772,0.3087755102039864,143.39951020408148,197.30963265306127,368.8513033262195,192.0589277157628,0.0,0.0,195.90695510204023,1.166081632653004,541.5440326530606,745.1340244897956,1392.956098443722,725.3048917265878,0.0,0.0,160.03136857142908,0.7898887755100077,431.5323639285707,598.7542089285716,1116.7587900563176,458.57113063835504,0.0,0.0,-5934.752700972368,-400.7490058377027,-1362.6219298546487,-7348.724850560567,6528.73645707767,5319.189967543962,0.0,-4836.0,-0.013124003383722993,-0.030608798069287624,0.04992167719210494,0.030216870144437857,0.1829945245131681,0.23841007183136131,,,-6454.885792861412,-406.95962291112403,-3096.6105206665957,-9655.943103416826,3846.2394282753157,2259.7747415303265,0.0,-4836.0,-0.02312738320398855,-0.03722130280376745,0.03624601241705783,0.019303697557748523,0.13596569344137732,0.14214535616598267,,
1001951858,122010025.0,GLENVIEW ,FINTRY ,GLASGOW ,G63 0XJ,56.0528,-4.2206,180,90,9/19/25,"RdSAP, existing dwelling",9/19/25,248,126,12462,4851,51,E,75,C,80,C,88,B,23,"Description: Floor insulation (suspended floor); Indicative Cost: £5,000 - £10,000; Typical Saving: 597; Energy Rating after improvement: D 57; Environmental Rating after improvement: B 83; Green Deal Eligible: N | Description: Add additional 80 mm jacket to hot water cylinder; Indicative Cost: £20 - £40; Typical Saving: 43; Energy Rating after improvement: D 58; Environmental Rating after improvement: B 83; Green Deal Eligible: N | Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £2,400 - £4,800; Typical Saving: 978; Energy Rating after improvement: C 70; Environmental Rating after improvement: B 87; Green Deal Eligible: N | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £8,000 - £10,000; Typical Saving: 276; Energy Rating after improvement: C 75; Environmental Rating after improvement: B 88; Green Deal Eligible: N | ","Timber frame, as built, insulated (assumed) ",Good ,Good ,"Pitched, 300 mm loft insulation ",Very Good ,Very Good ,"Suspended, no insulation (assumed) ",N/A ,N/A ,,,,Electric storage heaters ,Average ,Very Good ,Manual charge control ,Poor ,Poor ,"Room heaters, electric ",N/A ,N/A ,"Electric immersion, off-peak ",Poor ,Very Good ,Good lighting efficiency ,Good,Good ,,,,2.9,1.2,10089,5820,2124,1542,249,249,Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) |  ,,18020.67,2465.27,0,0,0,,1984-1991,2.4,S01006074 (Strathendrick),151,0,0,0,0,,,0,6,,6,Stirling,,,,,natural,dual,0,,,,False,owner-occupied,none of the above,,00RGMB,Forth and Endrick,0,Detached,Bungalow,S01013015 (Kippen and Fintry - 01),9/19/25 15:30,8900-1518-0122-0195-1153,GLENVIEW | G63 0XJ,"[{'description': 'Floor insulation (suspended floor)', 'cost_min': 5000, 'cost_max': 10000, 'typical_saving': 597, 'energy_rating': 'D 57', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'Add additional 80\xa0mm jacket to hot water cylinder', 'cost_min': 20, 'cost_max': 40, 'typical_saving': 43, 'energy_rating': 'D 58', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'High heat retention storage heaters and dual immersion cylinder', 'cost_min': 2400, 'cost_max': 4800, 'typical_saving': 978, 'energy_rating': 'C 70', 'env_rating': 'B 87', 'green_deal': 'N'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 8000, 'cost_max': 10000, 'typical_saving': 276, 'energy_rating': 'C 75', 'env_rating': 'B 88', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Timber frame, as built, insulated (assumed)', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Pitched, 300 mm loft insulation', 'energy_rating': 'Very Good', 'env_rating': 'Very Good'}]","[{'description': 'Suspended, no insulation (assumed)', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Description: Fully double glazed', 'energy_rating': 'Average', 'env_rating': 'Average'}]","[{'description': 'Electric storage heaters', 'energy_rating': 'Average', 'env_rating': 'Very Good'}]","[{'description': 'Manual charge control', 'energy_rating': 'Poor', 'env_rating': 'Poor'}]","[{'description': 'Room heaters, electric', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Electric immersion, off-peak', 'energy_rating': 'Poor', 'env_rating': 'Very Good'}]","[{'description': 'Good lighting efficiency', 'energy_rating': 'Good', 'env_rating': 'Good'}]",[],24,8,97,0.391129032,1.7,0.586206897,1617,True,True,True,"[{'description': 'Floor insulation (suspended floor)', 'cost_min': 5000, 'cost_max': 10000, 'typical_saving': 597, 'energy_rating': 'D 57', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'Add additional 80\xa0mm jacket to hot water cylinder', 'cost_min': 20, 'cost_max': 40, 'typical_saving': 43, 'energy_rating': 'D 58', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'High heat retention storage heaters and dual immersion cylinder', 'cost_min': 2400, 'cost_max': 4800, 'typical_saving': 978, 'energy_rating': 'C 70', 'env_rating': 'B 87', 'green_deal': 'N'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 8000, 'cost_max': 10000, 'typical_saving': 276, 'energy_rating': 'C 75', 'env_rating': 'B 88', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]",15420.0,24840.0,20130.0,35.67164179,1617,6347.072172,0.073649354,"[{'description': 'Floor insulation (suspended floor)', 'cost_min': 5000, 'cost_max': 10000, 'typical_saving': 597, 'energy_rating': 'D 57', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'Add additional 80\xa0mm jacket to hot water cylinder', 'cost_min': 20, 'cost_max': 40, 'typical_saving': 43, 'energy_rating': 'D 58', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'High heat retention storage heaters and dual immersion cylinder', 'cost_min': 2400, 'cost_max': 4800, 'typical_saving': 978, 'energy_rating': 'C 70', 'env_rating': 'B 87', 'green_deal': 'N'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 8000, 'cost_max': 10000, 'typical_saving': 276, 'energy_rating': 'C 75', 'env_rating': 'B 88', 'green_deal': 'N'}]","[{'description': 'Floor insulation (suspended floor)', 'capex_mid': np.float64(7500.0), 'lifetime': np.int64(50), 'annual_cashflow': 597, 'npv': np.float64(3398.7874999497694), 'irr': 0.07771307100968472}, {'description': 'Add additional 80\xa0mm jacket to hot water cylinder', 'capex_mid': np.float64(30.0), 'lifetime': 15, 'annual_cashflow': 43, 'npv': np.float64(416.32529564176536), 'irr': 1.4333310248364097}, {'description': 'High heat retention storage heaters and dual immersion cylinder', 'capex_mid': np.float64(3600.0), 'lifetime': np.int64(20), 'annual_cashflow': 978, 'npv': np.float64(8588.041715004103), 'irr': 0.2693635502773133}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'capex_mid': np.float64(9000.0), 'lifetime': np.int64(30), 'annual_cashflow': 276, 'npv': np.float64(-4757.20351658034), 'irr': -0.005297219142829879}]",12.44897959,207.5257732,11841176.47,True,True,1.0,4.761904762,0.0,0.0,False,False,,Unknown,,,,True,0.342857143,0.125,0.534802148,0.31486669,0.720186108,0.349095277,2,63.0,Detached_2F,9.721111048,6.480740698,8.040370349,G,4.8,32.40370349,155.5377768,22.3276,22.3276,0.143550978,3.189657143,1.458231153,2.187346729,electric_storage_heaters_average_room_heaters_electric,"[{'main_heat': 'electric_storage_heaters', 'main_energy': 'average', 'secondary_heat': 'room_heaters_electric'}]","Timber frame, as built, insulated (assumed)","Pitched, 300 mm loft insulation",Fully double glazed,timber_as_built_bands_G_to_I,insulated_roof_300mm,dbl_glz_pre_2003,2.029781818,1.16326604,1.744899059,66.9,23436,350.31,2.883810164,3,"[{'main_heat': 'electric_storage_heaters', 'main_energy': 'average', 'secondary_heat': 'room_heaters_electric'}]",electric_storage_heaters,average,room_heaters_electric,electric_storage_heaters_3,room_heaters_electric_3,electricity,electricity,Poor,"Electric immersion, off-peak",electric_storage_heaters_2,electricity,4.8,9.721111048,3.240370349,3.240370349,4.582575695,44.54772721,89.09545443,8.26294439,3.895189341,4,3,8,3.189657143,2.25,1.190640751,2.678941689,0,8,1,1.01,2363.181338,1,uPVC,loft,external,1,1,1,1,1,1,15629.32,1260.0,23330.66651,40219.98651,7000,3000,8000,4836,35,80,50,50,15,20,30,15,39082249.94408983,37402238.485756494,39081156.19408983,37667285.360756494,35957712.44408982,20826164.511555396,17461299.884515487,13910910.24842942,12029573.816967895,2657.592996198108,2543.352217031441,2657.5186211981077,2561.375404531441,2445.124446198108,1416.1791867857664,1187.3683921470524,945.9418968932,971.6509425001252,10036.321785642269,9604.894843142269,10036.040910642268,9672.958880642267,9233.940555642268,5348.159046567425,4484.061810343577,3572.321751796675,3293.6712183538407,7568.615603287255,7238.21755527163,7568.418885058089,7283.760760089338,6947.707394792464,4000.198738789797,3461.0386927523905,2737.299453336581,2503.5450344198157,1680011.4583333358,1093.75,1414964.5833333358,3124537.5000000075,15131547.932534426,3364864.62703991,3550389.636086067,1881336.431461524,114.24077916666693,0.0743750000001455,96.21759166666698,212.4685499999996,1028.9452594123418,228.810794638714,241.4264952538524,-25.7090456069252,431.4269425000002,0.2808750000003783,363.3629050000018,802.3812300000009,3885.7815090748422,864.0972362238481,911.7400585469022,278.65053344283433,330.39804801562514,0.1967182291664357,284.85484319791703,620.9082084947913,2947.5086560026666,539.1600460374066,723.7392394158096,233.7544189167652,-9374.38590058699,-1255.3629978948895,-17603.391040956707,-27572.965385486023,30739.677528094766,6911.127224667506,4549.947959947184,-2129.6766386363474,-0.0019022318845648423,-0.0692601867436623,-0.009399806595729032,-9.848410784718542e-05,0.5543685043530588,0.28615493077235254,0.10882890661651756,-0.017699006580457644,-10839.127702465337,-1256.7523530297922,-18840.82416991414,-30433.317859715462,21626.937960619685,3184.1232522470677,1962.1484282659926,-2565.7188814956658,-0.015884499943330188,-0.07417528262633166,-0.017872923845977384,-0.009717346208071964,0.41885818285450327,0.17223282489885672,0.08195079331732846,-0.03773804242378853
