BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,LATITUDE,LONGITUDE,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,CREATED_AT,REPORT_REFERENCE_NUMBER,dwelling_id,IMPROVEMENTS_PARSED,WALL_DESCRIPTION_PARSED,ROOF_DESCRIPTION_PARSED,FLOOR_DESCRIPTION_PARSED,WINDOWS_DESCRIPTION_PARSED,MAINHEAT_DESCRIPTION_PARSED,MAINHEATCONT_DESCRIPTION_PARSED,SECONDHEAT_DESCRIPTION_PARSED,HOTWATER_DESCRIPTION_PARSED,LIGHTING_DESCRIPTION_PARSED,AIR_TIGHTNESS_DESCRIPTION_PARSED,DELTA_ENERGY_EFFICIENCY,DELTA_ENVIRONMENT_IMPACT,DELTA_ENERGY_CONSUMPTION,PCT_ENERGY_REDUCTION,DELTA_CO2_EMISSIONS,PCT_CO2_REDUCTION,ANNUAL_ENERGY_COST_SAVINGS,HAS_POTENTIAL_DATA,POSITIVE_ENERGY_SAVINGS,POSITIVE_CO2_SAVINGS
1001829067,122009933,19 CULCREUCH AVENUE ,FINTRY ,GLASGOW ,G63 0YB,56.0556917,-4.2233367,9/29/25,"RdSAP, existing dwelling",9/29/25,216,42,3993,510,87,B,93,A,91,B,92,A,18,"Description: Solar water heating; Indicative Cost: £4,000 - £7,000; Typical Saving: -115; Energy Rating after improvement: A 92; Environmental Rating after improvement: A 92; Green Deal Eligible: N | Description: High performance external doors; Indicative Cost: £1,800 - £2,400; Typical Saving: 52; Energy Rating after improvement: A 93; Environmental Rating after improvement: A 92; Green Deal Eligible: N | ","Cavity wall, filled cavity ",Good ,Good ,"Pitched, 300 mm loft insulation ",Very Good ,Very Good ,"Suspended, insulated ",N/A ,N/A ,,,,Electric storage heaters ,Good ,Very Good ,Controls for high heat retention storage heaters ,Good ,Good ,"Room heaters, electric ",N/A ,N/A ,"Electric immersion, off-peak ",Poor ,Very Good ,Good lighting efficiency ,Good ,Good ,,,,0.8,0.1,3330,3195,558,1203,105,105,,Description: Solar photovoltaics | ,6234.32,702.69,0,0,0,,1965-1975,,S01006074 (Strathendrick),216,0,0,0,0,,,0,2,,2,Stirling,,,,,natural,dual,0,,,,FALSE,rented (social),rental,,00RGMB,Forth and Endrick,0,Semi-Detached,Bungalow,S01013015 (Kippen and Fintry - 01),9/29/25 15:09,2117-1018-6201-0195-2200,19 CULCREUCH AVENUE | G63 0YB,"[{'description': 'Solar water heating', 'cost_min': 4000, 'cost_max': 7000, 'typical_saving': None, 'energy_rating': 'A 92', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': 'High performance external doors', 'cost_min': 1800, 'cost_max': 2400, 'typical_saving': 52, 'energy_rating': 'A 93', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Cavity wall, filled cavity', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Pitched, 300 mm loft insulation', 'energy_rating': 'Very Good', 'env_rating': 'Very Good'}]","[{'description': 'Suspended, insulated', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]",[],"[{'description': 'Electric storage heaters', 'energy_rating': 'Good', 'env_rating': 'Very Good'}]","[{'description': 'Controls for high heat retention storage heaters', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Room heaters, electric', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Electric immersion, off-peak', 'energy_rating': 'Poor', 'env_rating': 'Very Good'}]","[{'description': 'Good lighting efficiency', 'energy_rating': 'Good', 'env_rating': 'Good'}]",[],6,1,0,0,0.7000000000000001,0.875,170,TRUE,FALSE,TRUE
1001951858,122010025,GLENVIEW ,FINTRY ,GLASGOW ,G63 0XJ,56.05282399999999,-4.22064,9/19/25,"RdSAP, existing dwelling",9/19/25,248,126,12462,4851,51,E,75,C,80,C,88,B,23,"Description: Floor insulation (suspended floor); Indicative Cost: £5,000 - £10,000; Typical Saving: 597; Energy Rating after improvement: D 57; Environmental Rating after improvement: B 83; Green Deal Eligible: N | Description: Add additional 80 mm jacket to hot water cylinder; Indicative Cost: £20 - £40; Typical Saving: 43; Energy Rating after improvement: D 58; Environmental Rating after improvement: B 83; Green Deal Eligible: N | Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £2,400 - £4,800; Typical Saving: 978; Energy Rating after improvement: C 70; Environmental Rating after improvement: B 87; Green Deal Eligible: N | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £8,000 - £10,000; Typical Saving: 276; Energy Rating after improvement: C 75; Environmental Rating after improvement: B 88; Green Deal Eligible: N | ","Timber frame, as built, insulated (assumed) ",Good ,Good ,"Pitched, 300 mm loft insulation ",Very Good ,Very Good ,"Suspended, no insulation (assumed) ",N/A ,N/A ,,,,Electric storage heaters ,Average ,Very Good ,Manual charge control ,Poor ,Poor ,"Room heaters, electric ",N/A ,N/A ,"Electric immersion, off-peak ",Poor ,Very Good ,Good lighting efficiency ,Good ,Good ,,,,2.9,1.2,10089,5820,2124,1542,249,249,Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) |  ,,18020.67,2465.27,0,0,0,,1984-1991,,S01006074 (Strathendrick),151,0,0,0,0,,,0,6,,6,Stirling,,,,,natural,dual,0,,,,FALSE,owner-occupied,none of the above,,00RGMB,Forth and Endrick,0,Detached,Bungalow,S01013015 (Kippen and Fintry - 01),9/19/25 15:30,8900-1518-0122-0195-1153,GLENVIEW | G63 0XJ,"[{'description': 'Floor insulation (suspended floor)', 'cost_min': 5000, 'cost_max': 10000, 'typical_saving': 597, 'energy_rating': 'D 57', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'Add additional 80\xa0mm jacket to hot water cylinder', 'cost_min': 20, 'cost_max': 40, 'typical_saving': 43, 'energy_rating': 'D 58', 'env_rating': 'B 83', 'green_deal': 'N'}, {'description': 'High heat retention storage heaters and dual immersion cylinder', 'cost_min': 2400, 'cost_max': 4800, 'typical_saving': 978, 'energy_rating': 'C 70', 'env_rating': 'B 87', 'green_deal': 'N'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 8000, 'cost_max': 10000, 'typical_saving': 276, 'energy_rating': 'C 75', 'env_rating': 'B 88', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Timber frame, as built, insulated (assumed)', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Pitched, 300 mm loft insulation', 'energy_rating': 'Very Good', 'env_rating': 'Very Good'}]","[{'description': 'Suspended, no insulation (assumed)', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]",[],"[{'description': 'Electric storage heaters', 'energy_rating': 'Average', 'env_rating': 'Very Good'}]","[{'description': 'Manual charge control', 'energy_rating': 'Poor', 'env_rating': 'Poor'}]","[{'description': 'Room heaters, electric', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Electric immersion, off-peak', 'energy_rating': 'Poor', 'env_rating': 'Very Good'}]","[{'description': 'Good lighting efficiency', 'energy_rating': 'Good', 'env_rating': 'Good'}]",[],24,8,97,0.3911290322580645,1.7,0.5862068965517241,1617,TRUE,TRUE,TRUE
1001829071,122009868,22 CULCREUCH AVENUE ,FINTRY ,GLASGOW ,G63 0YB,56.0555031,-4.2236914,7/29/25,"RdSAP, existing dwelling",7/29/25,116,68,4344,141,69,C,76,C,92,A,94,A,11,"Description: Solar water heating; Indicative Cost: £4,000 - £7,000; Typical Saving: 48; Energy Rating after improvement: C 70; Environmental Rating after improvement: A 92; Green Deal Eligible: N | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £8,000 - £10,000; Typical Saving: 242; Energy Rating after improvement: C 76; Environmental Rating after improvement: A 94; Green Deal Eligible: N | ","Cavity wall, filled cavity ",Good ,Good ,"Pitched, 200 mm loft insulation ",Good ,Good ,"Suspended, insulated ",N/A ,N/A ,,,,"Air source heat pump, radiators, electric ",Good ,Very Good ,"Programmer, room thermostat and TRVs ",Good ,Good ,"Room heaters, dual fuel (mineral and wood) ",N/A ,N/A ,From main system ,Average ,Very Good ,Excellent lighting efficiency ,Very Good ,Very Good ,,,,0.8,0.2,2811,2820,1398,1248,135,135,,Description: Air source heat pump | ,8065.59,2248.05,0,0,0,,1950-1964,,S01006074 (Strathendrick),94,0,0,0,0,,,0,3,,3,Stirling,,,,,natural,Single,0,,,,FALSE,owner-occupied,none of the above,,00RGMB,Forth and Endrick,0,End-Terrace,House,S01013015 (Kippen and Fintry - 01),7/29/25 18:52,0100-2191-7130-2225-2815,22 CULCREUCH AVENUE | G63 0YB,"[{'description': 'Solar water heating', 'cost_min': 4000, 'cost_max': 7000, 'typical_saving': 48, 'energy_rating': 'C 70', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 8000, 'cost_max': 10000, 'typical_saving': 242, 'energy_rating': 'C 76', 'env_rating': 'A 94', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Cavity wall, filled cavity', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Pitched, 200 mm loft insulation', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Suspended, insulated', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]",[],"[{'description': 'Air source heat pump, radiators, electric', 'energy_rating': 'Good', 'env_rating': 'Very Good'}]","[{'description': 'Programmer, room thermostat and TRVs', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Room heaters, dual fuel (mineral and wood)', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'From main system', 'energy_rating': 'Average', 'env_rating': 'Very Good'}]","[{'description': 'Excellent lighting efficiency', 'energy_rating': 'Very Good', 'env_rating': 'Very Good'}]",[],7,2,22,0.1896551724137931,0.6000000000000001,0.7500000000000001,47,TRUE,TRUE,TRUE
1234761001,122009968,1 MENZIES TERRACE ,FINTRY ,GLASGOW ,G63 0YJ,56.0584269,-4.2248382,7/22/25,"RdSAP, existing dwelling",7/22/25,293,127,7680,2691,48,E,82,B,41,E,64,D,73,"Description: Floor insulation (suspended floor); Indicative Cost: £5,000 - £10,000; Typical Saving: 189; Energy Rating after improvement: D 60; Environmental Rating after improvement: E 52; Green Deal Eligible: N | Description: Draughtproofing; Indicative Cost: £150 - £250; Typical Saving: 56; Energy Rating after improvement: D 61; Environmental Rating after improvement: E 54; Green Deal Eligible: N | Description: Replace single glazed windows with low-E double glazed windows; Indicative Cost: £4,500 - £6,000; Typical Saving: 119; Energy Rating after improvement: D 67; Environmental Rating after improvement: D 60; Green Deal Eligible: N | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £8,000 - £10,000; Typical Saving: 221; Energy Rating after improvement: C 70; Environmental Rating after improvement: D 61; Green Deal Eligible: N | Description: Wind turbine; Indicative Cost: £5,000 - £20,000; Typical Saving: 712; Energy Rating after improvement: B 82; Environmental Rating after improvement: D 64; Green Deal Eligible: N | Description: Cavity wall insulation; Indicative Cost: £900 - £1,500; Typical Saving: 393; Energy Rating after improvement: D 56; Environmental Rating after improvement: E 48; Green Deal Eligible: N | Description: Hot water cylinder thermostat; Indicative Cost: £130 - £180; Typical Saving: 140; Energy Rating after improvement: D 64; Environmental Rating after improvement: D 57; Green Deal Eligible: N | ","Cavity wall, as built, no insulation (assumed) ",Poor ,Poor ,"Pitched, 250 mm loft insulation | Roof room(s), limited insulation (assumed) ",Good | Poor ,Good | Poor ,"Suspended, no insulation (assumed) ",N/A ,N/A ,,,,"Boiler and radiators, oil ",Average ,Average ,"Programmer, room thermostat and TRVs ",Good ,Good ,None ,N/A ,N/A ,"From main system, no cylinder thermostat ",Poor ,Poor ,Good lighting efficiency ,Good ,Good ,,,,9.3,3.9,6360,3948,1104,825,216,216,Description: External insulation with cavity wall insulation |  ,,21796.36,3761.79,0,0,0,,1965-1975,,S01006074 (Strathendrick),148,0,0,0,0,,,0,6,,6,Stirling,,,,,natural,Single,0,,,,FALSE,owner-occupied,marketed sale,,00RGMB,Forth and Endrick,0,Detached,House,S01013015 (Kippen and Fintry - 01),7/22/25 13:52,1215-0623-0430-2152-7226,1 MENZIES TERRACE | G63 0YJ,"[{'description': 'Floor insulation (suspended floor)', 'cost_min': 5000, 'cost_max': 10000, 'typical_saving': 189, 'energy_rating': 'D 60', 'env_rating': 'E 52', 'green_deal': 'N'}, {'description': 'Draughtproofing', 'cost_min': 150, 'cost_max': 250, 'typical_saving': 56, 'energy_rating': 'D 61', 'env_rating': 'E 54', 'green_deal': 'N'}, {'description': 'Replace single glazed windows with low-E double glazed windows', 'cost_min': 4500, 'cost_max': 6000, 'typical_saving': 119, 'energy_rating': 'D 67', 'env_rating': 'D 60', 'green_deal': 'N'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 8000, 'cost_max': 10000, 'typical_saving': 221, 'energy_rating': 'C 70', 'env_rating': 'D 61', 'green_deal': 'N'}, {'description': 'Wind turbine', 'cost_min': 5000, 'cost_max': 20000, 'typical_saving': 712, 'energy_rating': 'B 82', 'env_rating': 'D 64', 'green_deal': 'N'}, {'description': 'Cavity wall insulation', 'cost_min': 900, 'cost_max': 1500, 'typical_saving': 393, 'energy_rating': 'D 56', 'env_rating': 'E 48', 'green_deal': 'N'}, {'description': 'Hot water cylinder thermostat', 'cost_min': 130, 'cost_max': 180, 'typical_saving': 140, 'energy_rating': 'D 64', 'env_rating': 'D 57', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Cavity wall, as built, no insulation (assumed)', 'energy_rating': 'Poor', 'env_rating': 'Poor'}]","[{'description': 'Pitched, 250 mm loft insulation', 'energy_rating': 'Good', 'env_rating': 'Good'}, {'description': 'Roof room(s), limited insulation (assumed)', 'energy_rating': 'Poor', 'env_rating': 'Poor'}]","[{'description': 'Suspended, no insulation (assumed)', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]",[],"[{'description': 'Boiler and radiators, oil', 'energy_rating': 'Average', 'env_rating': 'Average'}]","[{'description': 'Programmer, room thermostat and TRVs', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'None', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'From main system, no cylinder thermostat', 'energy_rating': 'Poor', 'env_rating': 'Poor'}]","[{'description': 'Good lighting efficiency', 'energy_rating': 'Good', 'env_rating': 'Good'}]",[],34,23,145,0.4948805460750853,5.4,0.5806451612903226,897,TRUE,TRUE,TRUE
1001991633,122009892,50 MAIN STREET ,FINTRY ,GLASGOW ,G63 0XF,56.054738,-4.2283068,7/17/25,"RdSAP, existing dwelling",8/14/25,225,104,11277,5649,39,E,75,C,84,B,93,A,19,"Description: Air or ground source heat pump; Indicative Cost: £5,000 - £30,000; Typical Saving: 1429; Energy Rating after improvement: C 70; Environmental Rating after improvement: A 92; Green Deal Eligible: N | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £8,000 - £10,000; Typical Saving: 263; Energy Rating after improvement: C 75; Environmental Rating after improvement: A 93; Green Deal Eligible: N | Description: Floor insulation (suspended floor); Indicative Cost: £5,000 - £10,000; Typical Saving: 455; Energy Rating after improvement: E 46; Environmental Rating after improvement: B 86; Green Deal Eligible: N | ","Cavity wall, as built, insulated (assumed) ",Good ,Good ,"Pitched, 200 mm loft insulation ",Good ,Good ,"Suspended, no insulation (assumed) ",N/A ,N/A ,,,,"Room heaters, electric ",Very Poor ,Very Good ,Programmer and room thermostat ,Good ,Good ,"Room heaters, wood logs ",N/A ,N/A ,"Electric immersion, standard tariff ",Very Poor ,Very Good ,Good lighting efficiency ,Good ,Good ,,,,2,1.1,9462,4200,1611,1224,204,204,Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) |  ,Description: Biomass secondary heating | ,12606.3,1889.15,0,0,0,,1984-1991,,S01006074 (Strathendrick),85,0,0,0,0,,,0,6,,6,Stirling,,,,,natural,Single,0,,,,FALSE,owner-occupied,marketed sale,,00RGMB,Forth and Endrick,0,Detached,House,S01013015 (Kippen and Fintry - 01),8/14/25 00:17,3515-3923-6100-0103-9296,50 MAIN STREET | G63 0XF,"[{'description': 'Air or ground source heat pump', 'cost_min': 5000, 'cost_max': 30000, 'typical_saving': 1429, 'energy_rating': 'C 70', 'env_rating': 'A 92', 'green_deal': 'N'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 8000, 'cost_max': 10000, 'typical_saving': 263, 'energy_rating': 'C 75', 'env_rating': 'A 93', 'green_deal': 'N'}, {'description': 'Floor insulation (suspended floor)', 'cost_min': 5000, 'cost_max': 10000, 'typical_saving': 455, 'energy_rating': 'E 46', 'env_rating': 'B 86', 'green_deal': 'N'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Cavity wall, as built, insulated (assumed)', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Pitched, 200 mm loft insulation', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Suspended, no insulation (assumed)', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]",[],"[{'description': 'Room heaters, electric', 'energy_rating': 'Very Poor', 'env_rating': 'Very Good'}]","[{'description': 'Programmer and room thermostat', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Room heaters, wood logs', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Electric immersion, standard tariff', 'energy_rating': 'Very Poor', 'env_rating': 'Very Good'}]","[{'description': 'Good lighting efficiency', 'energy_rating': 'Good', 'env_rating': 'Good'}]",[],36,9,140,0.6222222222222222,0.8999999999999999,0.44999999999999996,1883,TRUE,TRUE,TRUE
1001664929,122038906,18 DUNMORE GARDENS ,FINTRY ,GLASGOW ,G63 0XN,56.05199409999999,-4.2225482,6/2/25,"RdSAP, existing dwelling",6/3/25,375,87,7008,2913,57,D,85,B,51,E,67,D,63,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 96; Energy Rating after improvement: C 74; Environmental Rating after improvement: D 58; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 88; Energy Rating after improvement: D 58; Environmental Rating after improvement: E 53; Green Deal Eligible: Y | Description: Increase hot water cylinder insulation; Indicative Cost: £15 - £30; Typical Saving: 35; Energy Rating after improvement: D 59; Environmental Rating after improvement: E 54; Green Deal Eligible: Y | Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £2,000 - £3,000; Typical Saving: 752; Energy Rating after improvement: C 72; Environmental Rating after improvement: E 53; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 414; Energy Rating after improvement: B 85; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ",Good ,Good ,"Pitched, 250 mm loft insulation ",Good ,Good ,"Suspended, insulated (assumed) ",N/A ,N/A ,Description: Fully double glazed ,Average ,Average ,"Room heaters, electric ",Very Poor ,Poor ,Programmer and appliance thermostats ,Good ,Good ,None ,N/A ,N/A ,"Electric immersion, off-peak ",Poor ,Poor ,Low energy lighting in all fixed outlets ,Very Good ,Very Good ,,,,5.5,1.5,5412,3252,1257,519,339,324,Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ,,7565,2632,0,0,0,,1999-2002,2.38,S01006074 (Strathendrick),272,0,10,10,100,,,1,5,,5,Stirling,,room heaters,electricity,2603,natural,dual,100,double glazing installed before 2002,0,Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ,FALSE,owner-occupied,marketed sale,,00RGMB,Forth and Endrick,0,Semi-Detached,House,S01013015 (Kippen and Fintry - 01),6/3/25 13:49,0129-1016-2206-9745-6200,18 DUNMORE GARDENS | G63 0XN,"[{'description': 'Solar water heating', 'cost_min': 4000, 'cost_max': 6000, 'typical_saving': 96, 'energy_rating': 'C 74', 'env_rating': 'D 58', 'green_deal': 'Y'}, {'description': 'Floor insulation (suspended floor)', 'cost_min': 800, 'cost_max': 1200, 'typical_saving': 88, 'energy_rating': 'D 58', 'env_rating': 'E 53', 'green_deal': 'Y'}, {'description': 'Increase hot water cylinder insulation', 'cost_min': 15, 'cost_max': 30, 'typical_saving': 35, 'energy_rating': 'D 59', 'env_rating': 'E 54', 'green_deal': 'Y'}, {'description': 'High heat retention storage heaters and dual immersion cylinder', 'cost_min': 2000, 'cost_max': 3000, 'typical_saving': 752, 'energy_rating': 'C 72', 'env_rating': 'E 53', 'green_deal': 'Y'}, {'description': 'Solar photovoltaic panels, 2.5 kWp', 'cost_min': 3500, 'cost_max': 5500, 'typical_saving': 414, 'energy_rating': 'B 85', 'env_rating': 'D 67', 'green_deal': 'Y'}, {'description': None, 'cost_min': None, 'cost_max': None, 'typical_saving': None, 'energy_rating': None, 'env_rating': None, 'green_deal': None}]","[{'description': 'Timber frame, as built, insulated (assumed)', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Pitched, 250 mm loft insulation', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'Suspended, insulated (assumed)', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Description: Fully double glazed', 'energy_rating': 'Average', 'env_rating': 'Average'}]","[{'description': 'Room heaters, electric', 'energy_rating': 'Very Poor', 'env_rating': 'Poor'}]","[{'description': 'Programmer and appliance thermostats', 'energy_rating': 'Good', 'env_rating': 'Good'}]","[{'description': 'None', 'energy_rating': 'N/A', 'env_rating': 'N/A'}]","[{'description': 'Electric immersion, off-peak', 'energy_rating': 'Poor', 'env_rating': 'Poor'}]","[{'description': 'Low energy lighting in all fixed outlets', 'energy_rating': 'Very Good', 'env_rating': 'Very Good'}]",[],28,16,103,0.27466666666666667,4,0.7272727272727273,971,TRUE,TRUE,TRUE
