Time,diffuse_horizontal_solar
09:30:00,65
10:00:00,85
10:30:00,102
11:00:00,116
11:30:00,129
12:00:00,141
12:30:00,153
13:00:00,165
13:30:00,166.25
14:00:00,156.75
14:30:00,141.5
15:00:00,120.5
15:30:00,105.5
16:00:00,96.5
16:30:00,89.25
17:00:00,83.75
17:30:00,74.25
18:00:00,60.75
18:30:00,45.5
19:00:00,28.5
19:30:00,15.5
20:00:00,6.5
20:30:00,1.5
21:00:00,0.5
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,9.5
08:00:00,28.5
08:30:00,51.75
09:00:00,79.25
09:30:00,95.25
10:00:00,99.75
10:30:00,102.75
11:00:00,104.25
11:30:00,110.75
12:00:00,122.25
12:30:00,135
13:00:00,149
13:30:00,154
14:00:00,150
14:30:00,143.25
15:00:00,133.75
15:30:00,126.5
16:00:00,121.5
16:30:00,111
17:00:00,95
17:30:00,80.75
18:00:00,68.25
18:30:00,53.25
19:00:00,35.75
19:30:00,21
20:00:00,9
20:30:00,2.25
21:00:00,0.75
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,9.5
08:00:00,28.5
08:30:00,48
09:00:00,68
09:30:00,85.25
10:00:00,99.75
10:30:00,109
11:00:00,113
11:30:00,114.5
12:00:00,113.5
12:30:00,115
13:00:00,119
13:30:00,119.75
14:00:00,117.25
14:30:00,108.75
15:00:00,94.25
15:30:00,79.5
16:00:00,64.5
16:30:00,53
17:00:00,45
17:30:00,36.5
18:00:00,27.5
18:30:00,18.75
19:00:00,10.25
19:30:00,4.75
20:00:00,2.25
20:30:00,0.75
21:00:00,0.25
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,8.75
08:00:00,26.25
08:30:00,42.75
09:00:00,58.25
09:30:00,70.5
10:00:00,79.5
10:30:00,92.25
11:00:00,108.75
11:30:00,128.75
12:00:00,152.25
12:30:00,170.5
13:00:00,183.5
13:30:00,194.75
14:00:00,204.25
14:30:00,206.5
15:00:00,201.5
15:30:00,191.5
16:00:00,176.5
16:30:00,161.5
17:00:00,146.5
17:30:00,124.75
18:00:00,96.25
18:30:00,68.75
19:00:00,42.25
19:30:00,22.5
20:00:00,9.5
20:30:00,2.25
21:00:00,0.75
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,6.5
08:00:00,19.5
08:30:00,39
09:00:00,65
09:30:00,85.75
10:00:00,101.25
10:30:00,115.25
11:00:00,127.75
11:30:00,139
12:00:00,149
12:30:00,152.25
13:00:00,148.75
13:30:00,149.75
14:00:00,155.25
14:30:00,155.75
15:00:00,151.25
15:30:00,141.25
16:00:00,125.75
16:30:00,113.75
17:00:00,105.25
17:30:00,93.75
18:00:00,79.25
18:30:00,61.25
19:00:00,39.75
19:30:00,22.75
20:00:00,10.25
20:30:00,3
21:00:00,1
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,9
08:00:00,27
08:30:00,44.25
09:00:00,60.75
09:30:00,76.25
10:00:00,90.75
10:30:00,110.5
11:00:00,135.5
11:30:00,159.75
12:00:00,183.25
12:30:00,200.25
13:00:00,210.75
13:30:00,211.75
14:00:00,203.25
14:30:00,192.75
15:00:00,180.25
15:30:00,172.25
16:00:00,168.75
16:30:00,157.25
17:00:00,137.75
17:30:00,114.25
18:00:00,86.75
18:30:00,62.75
19:00:00,42.25
19:30:00,25
20:00:00,11
20:30:00,3
21:00:00,1
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,9.5
08:00:00,28.5
08:30:00,45.75
09:00:00,61.25
09:30:00,73
10:00:00,81
10:30:00,90
11:00:00,100
11:30:00,105.75
12:00:00,107.25
12:30:00,106.25
13:00:00,102.75
13:30:00,102
14:00:00,104
14:30:00,108
15:00:00,114
15:30:00,118
16:00:00,120
16:30:00,116.5
17:00:00,107.5
17:30:00,96.75
18:00:00,84.25
18:30:00,67.75
19:00:00,47.25
19:30:00,29.25
20:00:00,13.75
20:30:00,4.5
21:00:00,1.5
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,9
08:00:00,27
08:30:00,43.25
09:00:00,57.75
09:30:00,69.75
10:00:00,79.25
10:30:00,87.75
11:00:00,95.25
11:30:00,99.5
12:00:00,100.5
12:30:00,100.75
13:00:00,100.25
13:30:00,104.25
14:00:00,112.75
14:30:00,121.5
15:00:00,130.5
15:30:00,136.75
16:00:00,140.25
16:30:00,135
17:00:00,121
17:30:00,99
18:00:00,69
18:30:00,43.5
19:00:00,22.5
19:30:00,9.5
20:00:00,4.5
20:30:00,1.5
21:00:00,0.5
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,9
08:00:00,27
08:30:00,44.75
09:00:00,62.25
09:30:00,85.5
10:00:00,114.5
10:30:00,142.25
11:00:00,168.75
11:30:00,179
12:00:00,173
12:30:00,163.75
13:00:00,151.25
13:30:00,141.5
14:00:00,134.5
14:30:00,125
15:00:00,113
15:30:00,102.75
16:00:00,94.25
16:30:00,85.25
17:00:00,75.75
17:30:00,66.75
18:00:00,58.25
18:30:00,47
19:00:00,33
19:30:00,20.25
20:00:00,8.75
20:30:00,2.25
21:00:00,0.75
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,11
08:00:00,33
08:30:00,55.75
09:00:00,79.25
09:30:00,100.5
10:00:00,119.5
10:30:00,136.25
11:00:00,150.75
11:30:00,167
12:00:00,185
12:30:00,204.25
13:00:00,224.75
13:30:00,236.25
14:00:00,238.75
14:30:00,234
15:00:00,222
15:30:00,208.25
16:00:00,192.75
16:30:00,172.75
17:00:00,148.25
17:30:00,122
18:00:00,94
18:30:00,67.75
19:00:00,43.25
19:30:00,24.25
20:00:00,10.75
20:30:00,3
21:00:00,1
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,9.25
08:00:00,27.75
08:30:00,48
09:00:00,70
09:30:00,90
10:00:00,108
10:30:00,126.25
11:00:00,144.75
11:30:00,158.75
12:00:00,168.25
12:30:00,178
13:00:00,188
13:30:00,192.75
14:00:00,192.25
14:30:00,187.25
15:00:00,177.75
15:30:00,167.75
16:00:00,157.25
16:30:00,141.75
17:00:00,121.25
17:30:00,102.25
18:00:00,84.75
18:30:00,65.25
19:00:00,43.75
19:30:00,26.25
20:00:00,12.75
20:30:00,4.5
21:00:00,1.5
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,12.5
08:00:00,37.5
08:30:00,61.5
09:00:00,84.5
09:30:00,107.25
10:00:00,129.75
10:30:00,153
11:00:00,177
11:30:00,198.5
12:00:00,217.5
12:30:00,229.25
13:00:00,233.75
13:30:00,230.5
14:00:00,219.5
14:30:00,205.25
15:00:00,187.75
15:30:00,168.25
16:00:00,146.75
16:30:00,126
17:00:00,106
17:30:00,88
18:00:00,72
18:30:00,55.25
19:00:00,37.75
19:30:00,23
20:00:00,11
20:30:00,3.75
21:00:00,1.25
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,10.75
08:00:00,32.25
08:30:00,50.25
09:00:00,64.75
09:30:00,77.25
10:00:00,87.75
10:30:00,98.75
11:00:00,110.25
11:30:00,119.5
12:00:00,126.5
12:30:00,129.75
13:00:00,129.25
13:30:00,131.5
14:00:00,136.5
14:30:00,140
15:00:00,142
15:30:00,142.25
16:00:00,140.75
16:30:00,136.5
17:00:00,129.5
17:30:00,117
18:00:00,99
18:30:00,78.75
19:00:00,56.25
19:30:00,35.75
20:00:00,17.25
20:30:00,6
21:00:00,2
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,4.75
07:00:00,14.25
07:30:00,29.5
08:00:00,50.5
08:30:00,69.75
09:00:00,87.25
09:30:00,105.25
10:00:00,123.75
10:30:00,142.5
11:00:00,161.5
11:30:00,171.75
12:00:00,173.25
12:30:00,173.25
13:00:00,171.75
13:30:00,174.5
14:00:00,181.5
14:30:00,187.75
15:00:00,193.25
15:30:00,189.25
16:00:00,175.75
16:30:00,159.5
17:00:00,140.5
17:30:00,122.75
18:00:00,106.25
18:30:00,84.75
19:00:00,58.25
19:30:00,35.75
20:00:00,17.25
20:30:00,6
21:00:00,2
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,2.75
08:00:00,8.25
08:30:00,14.5
09:00:00,21.5
09:30:00,28.25
10:00:00,34.75
10:30:00,41.5
11:00:00,48.5
11:30:00,53.25
12:00:00,55.75
12:30:00,56
13:00:00,54
13:30:00,53.75
14:00:00,55.25
14:30:00,56.25
15:00:00,56.75
15:30:00,56
16:00:00,54
16:30:00,50.75
17:00:00,46.25
17:30:00,42.25
18:00:00,38.75
18:30:00,33.25
19:00:00,25.75
19:30:00,17.5
20:00:00,8.5
20:30:00,3
21:00:00,1
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,4.75
07:00:00,14.25
07:30:00,31.5
08:00:00,56.5
08:30:00,78.5
09:00:00,97.5
09:30:00,109
10:00:00,113
10:30:00,119
11:00:00,127
11:30:00,133.25
12:00:00,137.75
12:30:00,141.75
13:00:00,145.25
13:30:00,146
14:00:00,144
14:30:00,139
15:00:00,131
15:30:00,124.25
16:00:00,118.75
16:30:00,111
17:00:00,101
17:30:00,89.25
18:00:00,75.75
18:30:00,60.5
19:00:00,43.5
19:30:00,28.5
20:00:00,15.5
20:30:00,6.75
21:00:00,2.25
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,4.5
07:00:00,13.5
07:30:00,26.25
08:00:00,42.75
08:30:00,59.25
09:00:00,75.75
09:30:00,86.75
10:00:00,92.25
10:30:00,93.25
11:00:00,89.75
11:30:00,93.25
12:00:00,103.75
12:30:00,115
13:00:00,127
13:30:00,129.75
14:00:00,123.25
14:30:00,120.5
15:00:00,121.5
15:30:00,120.5
16:00:00,117.5
16:30:00,108.25
17:00:00,92.75
17:30:00,80
18:00:00,70
18:30:00,58
19:00:00,44
19:30:00,30.25
20:00:00,16.75
20:30:00,7.5
21:00:00,2.5
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,6.25
07:00:00,18.75
07:30:00,36
08:00:00,58
08:30:00,78.5
09:00:00,97.5
09:30:00,112
10:00:00,122
10:30:00,126.25
11:00:00,124.75
11:30:00,124.5
12:00:00,125.5
12:30:00,124.25
13:00:00,120.75
13:30:00,126
14:00:00,140
14:30:00,155.75
15:00:00,173.25
15:30:00,183
16:00:00,185
16:30:00,182.25
17:00:00,174.75
17:30:00,157
18:00:00,129
18:30:00,100.5
19:00:00,71.5
19:30:00,46.25
20:00:00,24.75
20:30:00,10.5
21:00:00,3.5
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,5.25
07:00:00,15.75
07:30:00,29
08:00:00,45
08:30:00,65.25
09:00:00,89.75
09:30:00,114.75
10:00:00,140.25
10:30:00,160
11:00:00,174
11:30:00,189.75
12:00:00,207.25
12:30:00,233
13:00:00,267
13:30:00,285.25
14:00:00,287.75
14:30:00,274.75
15:00:00,246.25
15:30:00,221.75
16:00:00,201.25
16:30:00,177.25
17:00:00,149.75
17:30:00,122.25
18:00:00,94.75
18:30:00,68.75
19:00:00,44.25
19:30:00,24.75
20:00:00,10.25
20:30:00,2.25
21:00:00,0.75
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,4
07:00:00,12
07:30:00,24.25
08:00:00,40.75
08:30:00,54.75
09:00:00,66.25
09:30:00,76.25
10:00:00,84.75
10:30:00,95.5
11:00:00,108.5
11:30:00,121.25
12:00:00,133.75
12:30:00,146.5
13:00:00,159.5
13:30:00,163.75
14:00:00,159.25
14:30:00,149
15:00:00,133
15:30:00,124.5
16:00:00,123.5
16:30:00,121.5
17:00:00,118.5
17:30:00,110.25
18:00:00,96.75
18:30:00,80.5
19:00:00,61.5
19:30:00,42.25
20:00:00,22.75
20:30:00,9.75
21:00:00,3.25
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,5
07:00:00,15
07:30:00,28.25
08:00:00,44.75
08:30:00,61
09:00:00,77
09:30:00,98
10:00:00,124
10:30:00,145.75
11:00:00,163.25
11:30:00,170.25
12:00:00,166.75
12:30:00,171.75
13:00:00,185.25
13:30:00,203
14:00:00,225
14:30:00,231.25
15:00:00,221.75
15:30:00,199.25
16:00:00,163.75
16:30:00,128.5
17:00:00,93.5
17:30:00,64.5
18:00:00,41.5
18:30:00,25
19:00:00,15
19:30:00,8.25
20:00:00,4.75
20:30:00,2.25
21:00:00,0.75
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,7
07:00:00,21
07:30:00,37.75
08:00:00,57.25
08:30:00,75.5
09:00:00,92.5
09:30:00,107.5
10:00:00,120.5
10:30:00,135.75
11:00:00,153.25
11:30:00,167
12:00:00,177
12:30:00,183.5
13:00:00,186.5
13:30:00,192.5
14:00:00,201.5
14:30:00,208.5
15:00:00,213.5
15:30:00,214
16:00:00,210
16:30:00,194.75
17:00:00,168.25
17:30:00,137.5
18:00:00,102.5
18:30:00,74.75
19:00:00,54.25
19:30:00,36.75
20:00:00,22.25
20:30:00,11.25
21:00:00,3.75
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,6
07:00:00,18
07:30:00,37
08:00:00,63
08:30:00,90.5
09:00:00,119.5
09:30:00,144.25
10:00:00,164.75
10:30:00,179.25
11:00:00,187.75
11:30:00,188.25
12:00:00,180.75
12:30:00,174.25
13:00:00,168.75
13:30:00,170.5
14:00:00,179.5
14:30:00,186.75
15:00:00,192.25
15:30:00,188.5
16:00:00,175.5
16:30:00,157.5
17:00:00,134.5
17:30:00,113.75
18:00:00,95.25
18:30:00,76.75
19:00:00,58.25
19:30:00,40
20:00:00,22
20:30:00,9.75
21:00:00,3.25
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,6.5
07:00:00,19.5
07:30:00,34.5
08:00:00,51.5
08:30:00,67
09:00:00,81
09:30:00,97.25
10:00:00,115.75
10:30:00,135.75
11:00:00,157.25
11:30:00,180.75
12:00:00,206.25
12:30:00,226.25
13:00:00,240.75
13:30:00,246.75
14:00:00,244.25
14:30:00,234.75
15:00:00,218.25
15:30:00,198.75
16:00:00,176.25
16:30:00,156.75
17:00:00,140.25
17:30:00,121.75
18:00:00,101.25
18:30:00,81
19:00:00,61
19:30:00,42.5
20:00:00,25.5
20:30:00,13
21:00:00,5
21:30:00,0.75
22:00:00,0.25
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,9.25
07:00:00,27.75
07:30:00,52.5
08:00:00,83.5
08:30:00,115.5
09:00:00,148.5
09:30:00,171.5
10:00:00,184.5
10:30:00,191.5
11:00:00,192.5
11:30:00,194
12:00:00,196
12:30:00,203.25
13:00:00,215.75
13:30:00,219
14:00:00,213
14:30:00,199.25
15:00:00,177.75
15:30:00,165.75
16:00:00,163.25
16:30:00,158.25
17:00:00,150.75
17:30:00,140.5
18:00:00,127.5
18:30:00,108
19:00:00,82
19:30:00,55.75
20:00:00,29.25
20:30:00,12.25
21:00:00,4.75
21:30:00,0.75
22:00:00,0.25
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,3.25
07:00:00,9.75
07:30:00,17
08:00:00,25
08:30:00,34.5
09:00:00,45.5
09:30:00,60
10:00:00,78
10:30:00,99.5
11:00:00,124.5
11:30:00,139.5
12:00:00,144.5
12:30:00,140.5
13:00:00,127.5
13:30:00,119.75
14:00:00,117.25
14:30:00,114
15:00:00,110
15:30:00,103.5
16:00:00,94.5
16:30:00,85.5
17:00:00,76.5
17:30:00,66.75
18:00:00,56.25
18:30:00,45.5
19:00:00,34.5
19:30:00,24
20:00:00,14
20:30:00,6.75
21:00:00,2.25
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,3.25
07:00:00,9.75
07:30:00,19.75
08:00:00,33.25
08:30:00,50.5
09:00:00,71.5
09:30:00,90
10:00:00,106
10:30:00,118
11:00:00,126
11:30:00,129.25
12:00:00,127.75
12:30:00,130.25
13:00:00,136.75
13:30:00,142.5
14:00:00,147.5
14:30:00,144
15:00:00,132
15:30:00,122.5
16:00:00,115.5
16:30:00,106.5
17:00:00,95.5
17:30:00,81
18:00:00,63
18:30:00,47
19:00:00,33
19:30:00,21.5
20:00:00,12.5
20:30:00,6.25
21:00:00,2.75
21:30:00,0.75
22:00:00,0.25
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,9.75
07:00:00,29.25
07:30:00,53.25
08:00:00,81.75
08:30:00,110
09:00:00,138
09:30:00,157.75
10:00:00,169.25
10:30:00,166.25
11:00:00,148.75
11:30:00,131
12:00:00,113
12:30:00,103.25
13:00:00,101.75
13:30:00,100.5
14:00:00,99.5
14:30:00,99.25
15:00:00,99.75
15:30:00,98.25
16:00:00,94.75
16:30:00,88.75
17:00:00,80.25
17:30:00,73
18:00:00,67
18:30:00,59
19:00:00,49
19:30:00,37.5
20:00:00,24.5
20:30:00,14
21:00:00,6
21:30:00,1.5
22:00:00,0.5
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,7.5
07:00:00,22.5
07:30:00,37.75
08:00:00,53.25
08:30:00,65
09:00:00,73
09:30:00,78.5
10:00:00,81.5
10:30:00,87.25
11:00:00,95.75
11:30:00,103.25
12:00:00,109.75
12:30:00,119.25
13:00:00,131.75
13:30:00,154.25
14:00:00,186.75
14:30:00,205.75
15:00:00,211.25
15:30:00,201.25
16:00:00,175.75
16:30:00,149.75
17:00:00,123.25
17:30:00,99.5
18:00:00,78.5
18:30:00,62.25
19:00:00,50.75
19:30:00,38.25
20:00:00,24.75
20:30:00,14
21:00:00,6
21:30:00,1.5
22:00:00,0.5
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,7.5
07:00:00,22.5
07:30:00,36.5
08:00:00,49.5
08:30:00,60.5
09:00:00,69.5
09:30:00,76.5
10:00:00,81.5
10:30:00,85.25
11:00:00,87.75
11:30:00,89.75
12:00:00,91.25
12:30:00,92.25
13:00:00,92.75
13:30:00,93
14:00:00,93
14:30:00,92.25
15:00:00,90.75
15:30:00,88.75
16:00:00,86.25
16:30:00,82.75
17:00:00,78.25
17:30:00,73
18:00:00,67
18:30:00,59.5
19:00:00,50.5
19:30:00,39.25
20:00:00,25.75
20:30:00,14.75
21:00:00,6.25
21:30:00,1.5
22:00:00,0.5
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,7.75
07:00:00,23.25
07:30:00,37.25
08:00:00,49.75
08:30:00,59.75
09:00:00,67.25
09:30:00,73.5
10:00:00,78.5
10:30:00,82.75
11:00:00,86.25
11:30:00,89
12:00:00,91
12:30:00,92.75
13:00:00,94.25
13:30:00,95
14:00:00,95
14:30:00,94.5
15:00:00,93.5
15:30:00,92
16:00:00,90
16:30:00,86.75
17:00:00,82.25
17:30:00,76.5
18:00:00,69.5
18:30:00,61.25
19:00:00,51.75
19:30:00,40.25
20:00:00,26.75
20:30:00,15.5
21:00:00,6.5
21:30:00,1.5
22:00:00,0.5
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,9.5
07:00:00,28.5
07:30:00,45
08:00:00,59
08:30:00,77.25
09:00:00,99.75
09:30:00,123.25
10:00:00,147.75
10:30:00,165
11:00:00,175
11:30:00,195
12:00:00,225
12:30:00,249
13:00:00,267
13:30:00,263
14:00:00,237
14:30:00,207.25
15:00:00,173.75
15:30:00,152.25
16:00:00,142.75
16:30:00,135.75
17:00:00,131.25
17:30:00,114.75
18:00:00,86.25
18:30:00,64
19:00:00,48
19:30:00,35.75
20:00:00,27.25
20:30:00,18
21:00:00,8
21:30:00,2.25
22:00:00,0.75
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,9.5
07:00:00,28.5
07:30:00,46
08:00:00,62
08:30:00,76.5
09:00:00,89.5
09:30:00,107.5
10:00:00,130.5
10:30:00,151.25
11:00:00,169.75
11:30:00,178
12:00:00,176
12:30:00,178.75
13:00:00,186.25
13:30:00,193
14:00:00,199
14:30:00,199
15:00:00,193
15:30:00,183
16:00:00,169
16:30:00,154.5
17:00:00,139.5
17:30:00,124.25
18:00:00,108.75
18:30:00,90.25
19:00:00,68.75
19:30:00,49.25
20:00:00,31.75
20:30:00,18
21:00:00,8
21:30:00,2.25
22:00:00,0.75
22:30:00,0
