Time,diffuse_horizontal_solar
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,6.25
11:00:00,18.75
11:30:00,29.5
12:00:00,38.5
12:30:00,46
13:00:00,52
13:30:00,54.5
14:00:00,53.5
14:30:00,49.75
15:00:00,43.25
15:30:00,35.5
16:00:00,26.5
16:30:00,18
17:00:00,10
17:30:00,4.5
18:00:00,1.5
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,7.75
11:00:00,23.25
11:30:00,33.75
12:00:00,39.25
12:30:00,42
13:00:00,42
13:30:00,42.5
14:00:00,43.5
14:30:00,42.5
15:00:00,39.5
15:30:00,34.25
16:00:00,26.75
16:30:00,19
17:00:00,11
17:30:00,5.25
18:00:00,1.75
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,8.75
11:00:00,26.25
11:30:00,40
12:00:00,50
12:30:00,57
13:00:00,61
13:30:00,63.5
14:00:00,64.5
14:30:00,62.25
15:00:00,56.75
15:30:00,48.25
16:00:00,36.75
16:30:00,25.25
17:00:00,13.75
17:30:00,6
18:00:00,2
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,8.75
11:00:00,26.25
11:30:00,42
12:00:00,56
12:30:00,67.25
13:00:00,75.75
13:30:00,79.25
14:00:00,77.75
14:30:00,73.25
15:00:00,65.75
15:30:00,55.75
16:00:00,43.25
16:30:00,30.5
17:00:00,17.5
17:30:00,8.25
18:00:00,2.75
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,3
10:00:00,9
10:30:00,20
11:00:00,36
11:30:00,50.25
12:00:00,62.75
12:30:00,72.75
13:00:00,80.25
13:30:00,86.25
14:00:00,90.75
14:30:00,89.25
15:00:00,81.75
15:30:00,69.25
16:00:00,51.75
16:30:00,35
17:00:00,19
17:30:00,8.25
18:00:00,2.75
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,3
10:00:00,9
10:30:00,18
11:00:00,30
11:30:00,39.75
12:00:00,47.25
12:30:00,52.5
13:00:00,55.5
13:30:00,57.25
14:00:00,57.75
14:30:00,57.25
15:00:00,55.75
15:30:00,50.5
16:00:00,41.5
16:30:00,30.25
17:00:00,16.75
17:30:00,7.5
18:00:00,2.5
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,2.25
11:00:00,6.75
11:30:00,9.75
12:00:00,11.25
12:30:00,12.75
13:00:00,14.25
13:30:00,16
14:00:00,18
14:30:00,18.75
15:00:00,18.25
15:30:00,17
16:00:00,15
16:30:00,12
17:00:00,8
17:30:00,4.5
18:00:00,1.5
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,7.75
11:00:00,23.25
11:30:00,36.5
12:00:00,47.5
12:30:00,54.25
13:00:00,56.75
13:30:00,59.5
14:00:00,62.5
14:30:00,62
15:00:00,58
15:30:00,49.5
16:00:00,36.5
16:30:00,24.75
17:00:00,14.25
17:30:00,6.75
18:00:00,2.25
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,3
11:00:00,9
11:30:00,14.5
12:00:00,19.5
12:30:00,24.25
13:00:00,28.75
13:30:00,31.5
14:00:00,32.5
14:30:00,32.5
15:00:00,31.5
15:30:00,28.5
16:00:00,23.5
16:30:00,17.25
17:00:00,9.75
17:30:00,4.5
18:00:00,1.5
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,2.75
10:00:00,8.25
10:30:00,18
11:00:00,32
11:30:00,45.5
12:00:00,58.5
12:30:00,66.5
13:00:00,69.5
13:30:00,69.5
14:00:00,66.5
14:30:00,61.25
15:00:00,53.75
15:30:00,44.5
16:00:00,33.5
16:30:00,23.25
17:00:00,13.75
17:30:00,6.75
18:00:00,2.25
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,3
10:00:00,9
10:30:00,19
11:00:00,33
11:30:00,45
12:00:00,55
12:30:00,62.5
13:00:00,67.5
13:30:00,71
14:00:00,73
14:30:00,69.5
15:00:00,60.5
15:30:00,50
16:00:00,38
16:30:00,26.75
17:00:00,16.25
17:30:00,8.25
18:00:00,2.75
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,2.75
10:00:00,8.25
10:30:00,16.5
11:00:00,27.5
11:30:00,39.5
12:00:00,52.5
12:30:00,63.25
13:00:00,71.75
13:30:00,75.75
14:00:00,75.25
14:30:00,72
15:00:00,66
15:30:00,56.75
16:00:00,44.25
16:30:00,31.25
17:00:00,17.75
17:30:00,8.5
18:00:00,3.5
18:30:00,0.75
19:00:00,0.25
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,3.75
10:00:00,11.25
10:30:00,20.75
11:00:00,32.25
11:30:00,41.75
12:00:00,49.25
12:30:00,54.75
13:00:00,58.25
13:30:00,60
14:00:00,60
14:30:00,58
15:00:00,54
15:30:00,48
16:00:00,40
16:30:00,30.5
17:00:00,19.5
17:30:00,10.75
18:00:00,4.25
18:30:00,0.75
19:00:00,0.25
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,1.25
10:00:00,3.75
10:30:00,8.5
11:00:00,15.5
11:30:00,22.25
12:00:00,28.75
12:30:00,33.75
13:00:00,37.25
13:30:00,40
14:00:00,42
14:30:00,41.75
15:00:00,39.25
15:30:00,34.5
16:00:00,27.5
16:30:00,20.25
17:00:00,12.75
17:30:00,7
18:00:00,3
18:30:00,0.75
19:00:00,0.25
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,4
10:00:00,12
10:30:00,22.25
11:00:00,34.75
11:30:00,46
12:00:00,56
12:30:00,65.25
13:00:00,73.75
13:30:00,79
14:00:00,81
14:30:00,77.75
15:00:00,69.25
15:30:00,58.25
16:00:00,44.75
16:30:00,31.75
17:00:00,19.25
17:30:00,10
18:00:00,4
18:30:00,0.75
19:00:00,0.25
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,1.5
10:00:00,4.5
10:30:00,8.5
11:00:00,13.5
11:30:00,19
12:00:00,25
12:30:00,32.5
13:00:00,41.5
13:30:00,47.25
14:00:00,49.75
14:30:00,49.5
15:00:00,46.5
15:30:00,42
16:00:00,36
16:30:00,27.5
17:00:00,16.5
17:30:00,8.5
18:00:00,3.5
18:30:00,0.75
19:00:00,0.25
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,4.5
10:00:00,13.5
10:30:00,25.75
11:00:00,41.25
11:30:00,55.75
12:00:00,69.25
12:30:00,77.5
13:00:00,80.5
13:30:00,82.75
14:00:00,84.25
14:30:00,83.5
15:00:00,80.5
15:30:00,71.75
16:00:00,57.25
16:30:00,42
17:00:00,26
17:30:00,14
18:00:00,6
18:30:00,1.5
19:00:00,0.5
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,4.75
10:00:00,14.25
10:30:00,24.75
11:00:00,36.25
11:30:00,46
12:00:00,54
12:30:00,59.5
13:00:00,62.5
13:30:00,63.5
14:00:00,62.5
14:30:00,61
15:00:00,59
15:30:00,54
16:00:00,46
16:30:00,35.75
17:00:00,23.25
17:30:00,13.25
18:00:00,5.75
18:30:00,1.5
19:00:00,0.5
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,4.5
10:00:00,13.5
10:30:00,24.75
11:00:00,38.25
11:30:00,48.75
12:00:00,56.25
12:30:00,60.25
13:00:00,60.75
13:30:00,62.75
14:00:00,66.25
14:30:00,68.75
15:00:00,70.25
15:30:00,66.5
16:00:00,57.5
16:30:00,45.25
17:00:00,29.75
17:30:00,17.25
18:00:00,7.75
18:30:00,2.25
19:00:00,0.75
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,2
10:00:00,6
10:30:00,10.75
11:00:00,16.25
11:30:00,21.25
12:00:00,25.75
12:30:00,30.75
13:00:00,36.25
13:30:00,41.25
14:00:00,45.75
14:30:00,46
15:00:00,42
15:30:00,36.5
16:00:00,29.5
16:30:00,23
17:00:00,17
17:30:00,11.25
18:00:00,5.75
18:30:00,2.25
19:00:00,0.75
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,4.75
10:00:00,14.25
10:30:00,25.5
11:00:00,38.5
11:30:00,50.25
12:00:00,60.75
12:30:00,70.25
13:00:00,78.75
13:30:00,82.25
14:00:00,80.75
14:30:00,75.5
15:00:00,66.5
15:30:00,57.5
16:00:00,48.5
16:30:00,38.25
17:00:00,26.75
17:30:00,16.5
18:00:00,7.5
18:30:00,2.25
19:00:00,0.75
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,6
10:00:00,18
10:30:00,31.5
11:00:00,46.5
11:30:00,57.75
12:00:00,65.25
12:30:00,71.25
13:00:00,75.75
13:30:00,80.25
14:00:00,84.75
14:30:00,85
15:00:00,81
15:30:00,72.75
16:00:00,60.25
16:30:00,46.25
17:00:00,30.75
17:30:00,18.25
18:00:00,8.75
18:30:00,3
19:00:00,1
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,1
10:00:00,3
10:30:00,5.5
11:00:00,8.5
11:30:00,11.25
12:00:00,13.75
12:30:00,15.25
13:00:00,15.75
13:30:00,15.5
14:00:00,14.5
14:30:00,13.75
15:00:00,13.25
15:30:00,13.25
16:00:00,13.75
16:30:00,13.5
17:00:00,12.5
17:30:00,10
18:00:00,6
18:30:00,3
19:00:00,1
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,1.75
10:00:00,5.25
10:30:00,11.5
11:00:00,20.5
11:30:00,29.75
12:00:00,39.25
12:30:00,49.5
13:00:00,60.5
13:30:00,69
14:00:00,75
14:30:00,75.25
15:00:00,69.75
15:30:00,62.25
16:00:00,52.75
16:30:00,41.75
17:00:00,29.25
17:30:00,18.5
18:00:00,9.5
18:30:00,3.75
19:00:00,1.25
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,1.5
10:00:00,4.5
10:30:00,7.5
11:00:00,10.5
11:30:00,14
12:00:00,18
12:30:00,24.25
13:00:00,32.75
13:30:00,39.75
14:00:00,45.25
14:30:00,46.75
15:00:00,44.25
15:30:00,40.25
16:00:00,34.75
16:30:00,27.75
17:00:00,19.25
17:30:00,12.25
18:00:00,6.75
18:30:00,3
19:00:00,1
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,5.75
10:00:00,17.25
10:30:00,30.5
11:00:00,45.5
11:30:00,57.5
12:00:00,66.5
12:30:00,72.25
13:00:00,74.75
13:30:00,74.75
14:00:00,72.25
14:30:00,70.25
15:00:00,68.75
15:30:00,64.5
16:00:00,57.5
16:30:00,46.25
17:00:00,30.75
17:30:00,18.5
18:00:00,9.5
18:30:00,3.75
19:00:00,1.25
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
