Time,direct_normal_solar
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,49.25
11:00:00,147.75
11:30:00,197.75
12:00:00,199.25
12:30:00,206
13:00:00,218
13:30:00,251.5
14:00:00,306.5
14:30:00,328
15:00:00,316
15:30:00,232.5
16:00:00,77.5
16:30:00,0
17:00:00,0
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,12.25
11:00:00,36.75
11:30:00,49
12:00:00,49
12:30:00,40.75
13:00:00,24.25
13:30:00,26.5
14:00:00,47.5
14:30:00,77.75
15:00:00,117.25
15:30:00,102.75
16:00:00,34.25
16:30:00,0
17:00:00,0
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,44
11:00:00,132
11:30:00,202
12:00:00,254
12:30:00,291.25
13:00:00,313.75
13:30:00,324.5
14:00:00,323.5
14:30:00,323.5
15:00:00,324.5
15:30:00,243.75
16:00:00,81.25
16:30:00,0
17:00:00,0
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,17.25
11:00:00,51.75
11:30:00,82
12:00:00,108
12:30:00,136.5
13:00:00,167.5
13:30:00,195.5
14:00:00,220.5
14:30:00,224
15:00:00,206
15:30:00,180.75
16:00:00,148.25
16:30:00,99
17:00:00,33
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,36.75
10:00:00,110.25
10:30:00,185.75
11:00:00,263.25
11:30:00,320.5
12:00:00,357.5
12:30:00,384.75
13:00:00,402.25
13:30:00,390.25
14:00:00,348.75
14:30:00,312.25
15:00:00,280.75
15:30:00,260.5
16:00:00,251.5
16:30:00,185.25
17:00:00,61.75
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,40.5
10:00:00,121.5
10:30:00,216.5
11:00:00,325.5
11:30:00,411.75
12:00:00,475.25
12:30:00,523.25
13:00:00,555.75
13:30:00,567
14:00:00,557
14:30:00,523.5
15:00:00,466.5
15:30:00,401.25
16:00:00,327.75
16:30:00,218.25
17:00:00,72.75
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,0
11:00:00,0
11:30:00,0
12:00:00,0
12:30:00,0
13:00:00,0
13:30:00,0
14:00:00,0
14:30:00,0
15:00:00,0
15:30:00,0
16:00:00,0
16:30:00,0
17:00:00,0
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,2.5
11:00:00,7.5
11:30:00,31.75
12:00:00,75.25
12:30:00,132
13:00:00,202
13:30:00,230
14:00:00,216
14:30:00,177
15:00:00,113
15:30:00,69.5
16:00:00,46.5
16:30:00,26.25
17:00:00,8.75
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,0.25
11:00:00,0.75
11:30:00,1.25
12:00:00,1.75
12:30:00,3
13:00:00,5
13:30:00,7.25
14:00:00,9.75
14:30:00,13.5
15:00:00,18.5
15:30:00,21.5
16:00:00,22.5
16:30:00,17.25
17:00:00,5.75
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,17
10:00:00,51
10:30:00,77.75
11:00:00,97.25
11:30:00,99.5
12:00:00,84.5
12:30:00,75
13:00:00,71
13:30:00,66.25
14:00:00,60.75
14:30:00,53
15:00:00,43
15:30:00,37.75
16:00:00,37.25
16:30:00,27.75
17:00:00,9.25
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,4.25
10:00:00,12.75
10:30:00,19.5
11:00:00,24.5
11:30:00,29.5
12:00:00,34.5
12:30:00,39.5
13:00:00,44.5
13:30:00,42.5
14:00:00,33.5
14:30:00,25
15:00:00,17
15:30:00,12.5
16:00:00,11.5
16:30:00,8.25
17:00:00,2.75
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,11.25
10:00:00,33.75
10:30:00,59.25
11:00:00,87.75
11:30:00,100.5
12:00:00,97.5
12:30:00,94.75
13:00:00,92.25
13:30:00,93.75
14:00:00,99.25
14:30:00,97.5
15:00:00,88.5
15:30:00,76.5
16:00:00,61.5
16:30:00,40.5
17:00:00,13.5
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,41
10:00:00,123
10:30:00,224
11:00:00,344
11:30:00,431.25
12:00:00,485.75
12:30:00,524.5
13:00:00,547.5
13:30:00,559.25
14:00:00,559.75
14:30:00,553
15:00:00,539
15:30:00,506.75
16:00:00,456.25
16:30:00,323.25
17:00:00,107.75
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,2.5
10:00:00,7.5
10:30:00,12.5
11:00:00,17.5
11:30:00,19.25
12:00:00,17.75
12:30:00,15.25
13:00:00,11.75
13:30:00,10.25
14:00:00,10.75
14:30:00,11.75
15:00:00,13.25
15:30:00,19
16:00:00,29
16:30:00,25.5
17:00:00,8.5
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,39.75
10:00:00,119.25
10:30:00,217.5
11:00:00,334.5
11:30:00,406.25
12:00:00,432.75
12:30:00,422
13:00:00,374
13:30:00,315.75
14:00:00,247.25
14:30:00,190
15:00:00,144
15:30:00,109
16:00:00,85
16:30:00,54.75
17:00:00,18.25
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0.25
10:00:00,0.75
10:30:00,1.25
11:00:00,1.75
11:30:00,2.5
12:00:00,3.5
12:30:00,5.25
13:00:00,7.75
13:30:00,11
14:00:00,15
14:30:00,25.5
15:00:00,42.5
15:30:00,52.25
16:00:00,54.75
16:30:00,42
17:00:00,14
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,12.25
10:00:00,36.75
10:30:00,70.5
11:00:00,113.5
11:30:00,137.75
12:00:00,143.25
12:30:00,132.25
13:00:00,104.75
13:30:00,89.5
14:00:00,86.5
14:30:00,99.25
15:00:00,127.75
15:30:00,140.75
16:00:00,138.25
16:30:00,102.75
17:00:00,34.25
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,33
10:00:00,99
10:30:00,179.75
11:00:00,275.25
11:30:00,350
12:00:00,404
12:30:00,460
13:00:00,518
13:30:00,558.25
14:00:00,580.75
14:30:00,560.25
15:00:00,496.75
15:30:00,438.25
16:00:00,384.75
16:30:00,268.5
17:00:00,89.5
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,53.5
10:00:00,160.5
10:30:00,269.5
11:00:00,380.5
11:30:00,460
12:00:00,508
12:30:00,558.25
13:00:00,610.75
13:30:00,624.5
14:00:00,599.5
14:30:00,548.5
15:00:00,471.5
15:30:00,395
16:00:00,319
16:30:00,210.75
17:00:00,70.25
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,0
11:00:00,0
11:30:00,0
12:00:00,0
12:30:00,0
13:00:00,0
13:30:00,0
14:00:00,0
14:30:00,0.25
15:00:00,0.75
15:30:00,2
16:00:00,4
16:30:00,3.75
17:00:00,1.25
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,8.25
10:00:00,24.75
10:30:00,64
11:00:00,126
11:30:00,167.25
12:00:00,187.75
12:30:00,197.75
13:00:00,197.25
13:30:00,216.25
14:00:00,254.75
14:30:00,293.75
15:00:00,333.25
15:30:00,355
16:00:00,359
16:30:00,270.75
17:00:00,90.25
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,28.5
10:00:00,85.5
10:30:00,158
11:00:00,246
11:30:00,322.5
12:00:00,387.5
12:30:00,421
13:00:00,423
13:30:00,406.5
14:00:00,371.5
14:30:00,329.25
15:00:00,279.75
15:30:00,226.75
16:00:00,170.25
16:30:00,106.5
17:00:00,35.5
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,0
10:00:00,0
10:30:00,0
11:00:00,0
11:30:00,0
12:00:00,0
12:30:00,0
13:00:00,0
13:30:00,0
14:00:00,0
14:30:00,1.5
15:00:00,4.5
15:30:00,7.75
16:00:00,11.25
16:30:00,9.75
17:00:00,3.25
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
06:30:00,0
07:00:00,0
07:30:00,0
08:00:00,0
08:30:00,0
09:00:00,0
09:30:00,1
10:00:00,3
10:30:00,5
11:00:00,7
11:30:00,12.25
12:00:00,20.75
12:30:00,68.25
13:00:00,154.75
13:30:00,243.5
14:00:00,334.5
14:30:00,389.75
15:00:00,409.25
15:30:00,404.25
16:00:00,374.75
16:30:00,270
17:00:00,90
17:30:00,0
18:00:00,0
18:30:00,0
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0
06:00:00,0
